instance,period,timestamp,instance_name,rules,user_count,note
sakurajima.moe,sept-oct2022,20230614201429,Sakurajima (桜島）,"[{""id"": ""2"", ""text"": ""You may not harass/bully people, incite violence, and/or post hate speech (e.g. racism, homophobia, transphobia, ableism, etc). This includes other abusive behavior such as cyberbullying, brigading/dogpiling, doxxing, trolling, swatting, sending death threats, abusing #fediblock tag,  etc.""}, {""id"": ""3"", ""text"": ""Do not post misinformation (Anti-Vaxx, Covid-19 misinformation, 5G conspiracy theories) or anything to extremist movements (National Socialism, Alt-Right, Ultra-MAGA, etc)""}, {""id"": ""4"", ""text"": ""Do not post images associated with hate movements, extremist ideologies or groups (Confederate States, Alt-Right, etc.).""}, {""id"": ""5"", ""text"": ""NSFW content must be tagged (content warning applied). No posting of underaged sexual-explicit content (real life and lolicon/shotacon) is allowed. This rule is handled differently for servers on the exception list, see about page.""}, {""id"": ""6"", ""text"": ""Properly credit artwork that you didn’t create. Use #AIArt for any artwork that is generated from AI so users can properly filter it.""}, {""id"": ""7"", ""text"": ""Do not post SPAM, links to scam sites, pirated materials, phishing sites, or websites that break federal laws. Self promotion is OK, as long the links are safe and does not break the above rules.""}, {""id"": ""8"", ""text"": ""By using this service, you are expected to follow the laws of the United States of America. Refrain from posting anything that may break federal laws.\r\n""}, {""id"": ""9"", ""text"": ""No mini-modding is allowed. If you see any post break the rules, report the post instead.""}, {""id"": ""11"", ""text"": ""Sensitive content (e.g. violence, blood/gore, NSFW) and other potentially upsetting or triggering topics should be put behind a content warning. It is recommended to put any spoilers, food, eye contact, and political content behind a content warning, but not necessarily required.""}]",146,available-blue-dot
sigmoid.social,sept-oct2022,,,null,,no valid snapshot Jan-Feb 2023
mstdn.business,sept-oct2022,20250425055801,Mastodon For Business,"[{""id"": ""2"", ""text"": ""No NSFW or illegal content.""}, {""id"": ""3"", ""text"": ""No racism, sexism, homophobia, transphobia, or xenophobia.""}, {""id"": ""4"", ""text"": ""Do not share intentionally false or misleading information.""}, {""id"": ""5"", ""text"": ""No spam or excessive promotion.""}, {""id"": ""6"", ""text"": ""Brands are welcome. For personal accounts use your real name.""}]",27308,available-blue-dot
fedibird.com,sept-oct2022,20221020153223,Fedibird,"[{""id"": ""2"", ""text"": ""日本の法律と社会規範に従った行動を心がけてください""}, {""id"": ""3"", ""text"": ""不快や脅威に対してはブロック・ミュート・フィルターで距離をとってください""}, {""id"": ""1"", ""text"": ""投稿する際は、適切な公開範囲・CW・閲覧注意を使用してください""}]",4100,cdx-window
pixelfed.social,sept-oct2022,20230307211221,pixelfed,"[{""id"": ""1"", ""text"": ""Sexually explicit or violent media must be marked as sensitive when posting""}, {""id"": ""2"", ""text"": ""No racism, sexism, homophobia, transphobia, xenophobia, or casteism""}, {""id"": ""3"", ""text"": ""No incitement of violence or promotion of violent ideologies""}, {""id"": ""4"", ""text"": ""No harassment, dogpiling or doxxing of other users""}, {""id"": ""5"", ""text"": ""No content illegal in United States""}]",73518,available-blue-dot
hcommons.social,sept-oct2022,20221107235909,hcommons.social,"[{""id"": ""6"", ""text"": ""No racism, sexism / misogyny, ableism, anti-semitism / religious-based hate, homophobia, transphobia, xenophobia, or casteism.""}, {""id"": ""7"", ""text"": ""No incitement of violence or promotion of violent, white supremecist, incel, Holocaust denial or Nazi ideologies.""}, {""id"": ""8"", ""text"": ""No harassment, dogpiling, or doxxing of other users.""}, {""id"": ""9"", ""text"": ""Sexually explicit or violent media must be marked as sensitive. Pornographic material may not be posted.""}, {""id"": ""10"", ""text"": ""No intentionally false or misleading information (this includes COVID-19 and vaccine misinformation).""}, {""id"": ""11"", ""text"": ""No spam.""}]",187,available-blue-dot
h4.io,sept-oct2022,20230114171914,h4.io,"[{""id"": ""11"", ""text"": ""Soyez respectueux, civils et accueillants.""}, {""id"": ""12"", ""text"": ""Votre contenu doit être en français pour préserver une cohérence des fils et faciliter la modération.""}, {""id"": ""13"", ""text"": ""Nous n'autorisons pas le cross-postage (se référer à la page \""À propos\"" pour plus d'explication).""}, {""id"": ""14"", ""text"": ""Ne rejoignez pas h4 simplement pour promouvoir un contenu en le spammant.""}, {""id"": ""15"", ""text"": ""La désinformation vérifiable est proscrite.""}, {""id"": ""16"", ""text"": ""Les propos illégaux (racistes, homophobes, transphobes, sexistes) sont proscrits.""}, {""id"": ""17"", ""text"": ""Les propos discriminants, incitants à la violence ou contribuant au harcèlement sont proscrits.""}, {""id"": ""18"", ""text"": ""Les tentatives de retournement d'oppressions systémiques (\""racisme anti-blanc, sexisme anti-homme, hétérophobie, cisphobie, etc) sont proscrites.""}, {""id"": ""19"", ""text"": ""Les contenus répréhensibles par la loi française sont proscrits.""}, {""id"": ""20"", ""text"": ""Les contenus pornographiques ne sont pas autorisés sur la plateforme puisque nous n'avons pas la capacité d'en assurer la provenance éthique et légale.""}, {""id"": ""21"", ""text"": ""Les contenus érotiques (ou explicites et personnel) sont autorisés mais doivent avoir un avertissement de contenu pour ne pas les imposer à la communauté.""}]",7313,available-blue-dot
corteximplant.com,sept-oct2022,,,null,,no valid snapshot Jan-Feb 2023
m.cmx.im,sept-oct2022,20230711205748,长毛象中文站,"[{""id"": ""27"", ""text"": ""【用户交流】禁止发布对性取向、性癖、爱好、信仰、宗教、政治立场、民族、地域等的侮辱性言论""}, {""id"": ""28"", ""text"": ""【用户交流】禁止对任何用户发送具有骚扰、猥亵、恐吓、威胁、诱骗、霸凌性质的内容、不受欢迎的性暗示内容，或其他令他人感到不安或不适、打扰他人正常生活的内容""}, {""id"": ""30"", ""text"": ""【用户交流】请不要发布种族主义、性别主义、同性恋恐惧以及跨性别恐惧言论""}, {""id"": ""31"", ""text"": ""【敏感内容】只要涉及成人内容，包括文字及媒体，均需使用恰当的CW标签及隐藏内容警告""}, {""id"": ""32"", ""text"": ""【敏感内容】请不要发布违反伦理及社会共识的成人内容，如由真实的儿童参与制作的色情内容""}, {""id"": ""33"", ""text"": ""【使用行为】禁止对其他用户实施任何人肉行为""}, {""id"": ""34"", ""text"": ""【使用行为】禁止使用包括但不限于任何形式的自动化程序等手段大量获取本站的数据""}, {""id"": ""35"", ""text"": ""【使用行为】机器人账户不得滥用服务器资源""}, {""id"": ""36"", ""text"": ""【使用行为】禁止冒用他人身份注册账号或发布冒用他人身份的嘟文""}, {""id"": ""37"", ""text"": ""【使用行为】禁止将本站服务用于正常交流以外的用途的滥用行为""}, {""id"": ""38"", ""text"": ""【使用行为】禁止散布计算机恶意程序""}, {""id"": ""39"", ""text"": ""【广告及推广】请不要推广虚假、诈骗、或违反本站服务条款的内容""}, {""id"": ""40"", ""text"": ""【广告及推广】请不要发布重复推广内容或重复刷屏""}, {""id"": ""41"", ""text"": ""【广告及推广】请不要发布与本站用户完全不相干的推广内容""}, {""id"": ""42"", ""text"": ""【知识产权】请不要发布盗版内容""}, {""id"": ""43"", ""text"": ""【知识产权】请不要在未经作者授权的情况下发布他人作品""}, {""id"": ""44"", ""text"": ""【新用户注册须知】\r\n1. 注册账户时请回答以下开放性问题，答案没有对错，请自由挥发作答；但若答非所问或漏项，注册将被拒绝：「请推荐一部你最喜欢的影视作品，并简要说明原因」 \r\n2. 请勿使用无法正常收到邮件的临时邮箱或虚假的邮箱地址注册本站，否则注册将被拒绝。\r\n3. 开设机器人账户需先与站长沟通。""}]",40069,available-blue-dot
mastodon.online,sept-oct2022,20230210055049,Mastodon,"[{""id"": ""1"", ""text"": ""No racism, sexism, homophobia, transphobia, xenophobia, or casteism""}, {""id"": ""6"", ""text"": ""Sexually explicit or violent media must be marked as sensitive when posting""}, {""id"": ""7"", ""text"": ""No incitement of violence or promotion of violent ideologies""}, {""id"": ""8"", ""text"": ""No harassment, dogpiling or doxxing of other users""}, {""id"": ""10"", ""text"": ""Do not share false or misleading information that may lead to physical harm""}]",166948,available-blue-dot
mastodon.economiasocial.org,sept-oct2022,20221031173035,Mastodon,[],4,available-blue-dot
hachyderm.io,sept-oct2022,20230202001300,Hachyderm.io,"[{""id"": ""1"", ""text"": ""Don't be a dick.""}, {""id"": ""2"", ""text"": ""No hacking.""}, {""id"": ""3"", ""text"": ""No violence.""}, {""id"": ""4"", ""text"": ""No fascism. ""}, {""id"": ""5"", ""text"": ""No colonialism.""}, {""id"": ""6"", ""text"": ""No white supremacy.""}, {""id"": ""7"", ""text"": ""No religious extremism. ""}, {""id"": ""9"", ""text"": ""No nationalism.""}, {""id"": ""11"", ""text"": ""No racism.""}, {""id"": ""12"", ""text"": ""No homophobia.""}, {""id"": ""13"", ""text"": ""No transphobia.""}, {""id"": ""14"", ""text"": ""Safe Space: LGTBQIA+""}, {""id"": ""15"", ""text"": ""Safe Space: neurodivergent (ADHD, Autism, etc.) ""}]",43877,available-blue-dot
social.hyuki.net,sept-oct2022,20221123234003,結城浩のマストドン,"[{""id"": ""3"", ""text"": ""いつも喜び、たえず祈り、すべてに感謝しましょう。""}]",2,available-blue-dot
mstdn.plus,sept-oct2022,20250423220745,MSTDN+,"[{""id"": ""1"", ""text"": ""Nudity and sexually explicit content is prohibited for accounts registered on this instance"", ""hint"": ""You can register on mstdn.party instead, which is administered by the same staff team.""}, {""id"": ""2"", ""text"": ""Violent media must be marked as sensitive when posting"", ""hint"": """"}, {""id"": ""4"", ""text"": ""No racism, sexism, homophobia, transphobia, xenophobia, or casteism"", ""hint"": ""This rule is written as it is on mastodon.social as well as many other generalist instances. The omission of any specific term is not intentional, and bad faith attempts to challenge the exact terminology are considered to be in violation of the rule.""}, {""id"": ""5"", ""text"": ""No incitement of violence or promotion of violent ideologies"", ""hint"": """"}, {""id"": ""6"", ""text"": ""No harassment, dogpiling or doxxing of other users"", ""hint"": """"}, {""id"": ""7"", ""text"": ""No content illegal in the United States, Germany, or Finland"", ""hint"": """"}, {""id"": ""9"", ""text"": ""Do not share intentionally false or misleading information"", ""hint"": """"}, {""id"": ""10"", ""text"": ""Bots must be marked as bots in their profile preferences, and automated posts should be unlisted."", ""hint"": ""Any accounts that produce automated posts and do not plan to manually respond to replies are considered \""bots\"" here. This rule applies to all bots, other than local accounts that provide content of general public interest AND post at an average frequency of at most once per hour with reasonable spacing. Other exceptions may be granted on a case-by-case basis.""}, {""id"": ""12"", ""text"": ""You must select the appropriate language for each post."", ""hint"": ""See https://fedi.tips/setting-your-language-preferences-on-mastodon-and-filtering-out-posts-in-other-languages/. This is necessary for the proper functioning of the timeline language filter. If a post is in multiple languages, choose one that represents a significant part of the post.""}, {""id"": ""14"", ""text"": ""Do not spam or abuse network features."", ""hint"": """"}, {""id"": ""15"", ""text"": ""Please read https://mpp.bus-hit.me for moderation information and best practices."", ""hint"": """"}]",12315,available-blue-dot
xoxo.zone,sept-oct2022,20250203232915,XOXO Zone,"[{""id"": ""3"", ""text"": ""No harassment. For a detailed definition, refer to the XOXO Code of Conduct at xoxofest.com/conduct."", ""hint"": """"}, {""id"": ""4"", ""text"": ""No hate speech, including but not limited to sexist, racist, homophobic, and transphobic posts."", ""hint"": """"}, {""id"": ""5"", ""text"": ""No illegal content or activity."", ""hint"": """"}, {""id"": ""6"", ""text"": ""Use content warnings for adult content, or posts that may be disturbing or triggering."", ""hint"": """"}, {""id"": ""7"", ""text"": ""No sharing personal information about others without their consent."", ""hint"": """"}, {""id"": ""8"", ""text"": ""No intentional sharing of false or misleading information."", ""hint"": """"}, {""id"": ""9"", ""text"": ""No spam. Self-promotion is welcome, sending mass unsolicited replies is not."", ""hint"": """"}]",720,available-blue-dot
mastodon.uno,sept-oct2022,20230505101227,Mastodon.Uno Social - Italia,"[{""id"": ""1"", ""text"": ""No al trolling, shitposting, bodyshaming e bullismo\r\n""}, {""id"": ""2"", ""text"": ""No alla diffusione intenzionale di notizie false, fuorvianti o manipolate e alla condivisione di informazioni con intenti antiscientifici.""}, {""id"": ""3"", ""text"": ""No a comportamenti molesti e tossici, dogpiling o doxxing.""}, {""id"": ""4"", ""text"": ""No al razzismo, sessismo, misoginia, omofobia, bifobia, lesbofobia, transfobia, afobia""}, {""id"": ""7"", ""text"": ""No contenuti VM18""}, {""id"": ""11"", ""text"": ""No al proselitismo e all'intolleranza religiosa""}, {""id"": ""13"", ""text"": ""No apologia del fascismo - nazismo""}, {""id"": ""14"", ""text"": ""No allo Spam, al Flood e ai Bot""}]",67183,available-blue-dot
famichiki.jp,sept-oct2022,,,null,,no valid snapshot Jan-Feb 2023
hackaday.social,sept-oct2022,,,null,,no valid snapshot Jan-Feb 2023
ostatus.taiyolab.com,sept-oct2022,,,null,,no valid snapshot Jan-Feb 2023
disobey.net,sept-oct2022,20230319070519,disobey.net,"[{""id"": ""1"", ""text"": ""Don't be a jerk. Hate speech, discrimination, and harassment of any kind are not tolerated here.\r\n\r\n""}, {""id"": ""2"", ""text"": ""If you post adult content, please mark it as sensitive so that your followers can choose when to see it.""}, {""id"": ""3"", ""text"": ""No spam.""}, {""id"": ""4"", ""text"": ""Do not post anything which would violate the law in either your home jurisdiction, under United States law, or Washington State law.""}]",9,available-blue-dot
scicomm.xyz,sept-oct2022,20221107235909,A science community for science communication.,"[{""id"": ""1"", ""text"": ""Be civil, polite, and respectful in your posts and replies.""}, {""id"": ""3"", ""text"": ""Use the Content Warning (CW) feature for your posts. If you are not sure, do it anyway: treat it like a 'Subject' header for your message.""}, {""id"": ""7"", ""text"": ""Include an image description to all images. The description should describe the image.""}, {""id"": ""5"", ""text"": ""No language or imagery which is: spam or advertising, harassing, pornographic, violent, xenophobic, nationalistic, racist, sexist, homophobic, transphobic, ableist, or otherwise discriminatory.""}, {""id"": ""6"", ""text"": ""Please do not use bots. This instance is for humans only. There are many other instances that will let you develop and run bots.""}, {""id"": ""4"", ""text"": ""Avoid cross-posters wherever possible. If you do use a cross-poster then be sure to maintain regular healthy engagement with your account here directly.""}, {""id"": ""2"", ""text"": ""Read the full list of rules and acceptable behaviour and content standards. These are below. If you have any questions or spot any inconsistencies, please raise the issue with a moderator.\r\n""}, {""id"": ""8"", ""text"": ""Please do not use URL shortening services. Always include the full URL in your posts, copied from the address bar of your browser. All links count as 23 characters in your post regardless of their length, long or short.""}]",1278,available-blue-dot
historians.social,sept-oct2022,20230930195407,Mastodon,"[{""id"": ""1"", ""text"": ""Be respectful.""}, {""id"": ""2"", ""text"": ""No hate.""}, {""id"": ""3"", ""text"": ""No harassment.""}, {""id"": ""4"", ""text"": ""No content that is illegal in Germany and/or France, such as Holocaust denial or Nazi symbolism""}, {""id"": ""5"", ""text"": ""No disinformation.""}, {""id"": ""6"", ""text"": ""No fascism.""}, {""id"": ""7"", ""text"": ""No violence.""}, {""id"": ""8"", ""text"": ""No white supremacy.""}, {""id"": ""9"", ""text"": ""No Spam.""}, {""id"": ""10"", ""text"": ""No racism.""}, {""id"": ""11"", ""text"": ""No homophobia.""}, {""id"": ""12"", ""text"": ""No transphobia.""}, {""id"": ""13"", ""text"": ""No conspiracy theories unless in historical context.""}, {""id"": ""14"", ""text"": ""Safe Space: LGTBQIA+""}, {""id"": ""15"", ""text"": ""Safe Space: neurodivergent (ADHD, Aspie, Autism, etc)""}, {""id"": ""16"", ""text"": ""No hacking.""}, {""id"": ""17"", ""text"": ""No pornography.""}, {""id"": ""18"", ""text"": ""No impersonation accounts unless linked to an actual person visible to site admin.""}]",2000,available-blue-dot
ohai.social,sept-oct2022,20250718143003,ohai.social,"[{""id"": ""1"", ""text"": ""We do not tolerate discriminatory behavior and content promoting or advocating the oppression of members of marginalized groups."", ""hint"": """", ""translations"": {}}, {""id"": ""8"", ""text"": ""We do not tolerate threatening behavior, stalking, doxxing, or harassment (including brigading, dogpiling, or any other form of contact with a user who has stated that they do not wish to be contacted)."", ""hint"": """", ""translations"": {}}, {""id"": ""11"", ""text"": ""We do not tolerate violent nationalist propaganda, Nazi symbolism or promoting the ideology of National Socialism."", ""hint"": """", ""translations"": {}}, {""id"": ""12"", ""text"": ""We do not tolerate conspiracy narratives or other reactionary myths supporting or leading to the above-mentioned (and/or similar) behavior."", ""hint"": """", ""translations"": {}}, {""id"": ""15"", ""text"": ""All explicit (NSFW) content must be marked as sensitive and have a content warning. Explicit content must not be used in user avatars or header images."", ""hint"": """", ""translations"": {}}, {""id"": ""16"", ""text"": ""Content that is illegal in Germany will be deleted and may lead to immediate account suspension."", ""hint"": """", ""translations"": {}}]",40179,available-blue-dot
vis.social,sept-oct2022,20221107235914,vis.social,"[{""id"": ""1"", ""text"": ""A social space for anyone in SciArt, SciComm, data, visualization, creative coding, and related arts and research. Share your work, discuss, critique, and ask for help! ""}, {""id"": ""2"", ""text"": ""English is the common language of the instance. Other languages are welcome, but please be kind and post English translations so that we can all read your posts.""}, {""id"": ""4"", ""text"": ""INCLUSION :  We want everyone to feel welcome, safe, and respected. This is a free service. Please be welcoming and kind to everyone, especially when you have a difference of opinion. Then, be  *extra* kind. :-)""}, {""id"": ""6"", ""text"": ""NFTs: We know many people involved in computational art sell NFTs. However, on vis.social we’ve made the decision that we don’t want to be involved in NFTs. So we’d love to see your art, but we ask that you don’t post your NFTs here.""}]",5606,available-blue-dot
kind.social,sept-oct2022,20241004002556,Be More Kind,"[{""id"": ""2"", ""text"": ""Don't be an asshole, and don't post anything illegal. Those concepts guide most other rules & moderation.""}, {""id"": ""3"", ""text"": ""No racism, sexism, homophobia, transphobia, discrimination, ableism, harassment, disinfo, conspiracists, trolls, etc. Please, also report this whenever seen.""}, {""id"": ""4"", ""text"": ""Content Warnings & Sensitive Media labels are required for depictions of nudity, bloodshed, or extreme harm (NSFW.)\r\nCWs, Alt Text, & PascalCase hashtags are encouraged to improve everyone's experiences, especially disabled users. However, policing or bullying people to use them is unacceptable.""}, {""id"": ""6"", ""text"": ""No big corporate advertising, spam, or accounts.\r\nNo crypto advertising, spam, or accounts.\r\nNo \""AI\"" advertising, spam, or accounts.\r\nHowever, small businesses & independent creators, along with their self-promotion, are welcomed and encouraged.""}, {""id"": ""8"", ""text"": ""Automated & Bot accounts must be labeled as such. If the account will be regularly posting more than 3 times a day, posts should be set as Unlisted by default to prevent clogging up the Local timeline.""}, {""id"": ""9"", ""text"": ""Check out the admin's Pinned Posts for user info like: how to migrate servers, app suggestions, Mastodon norms, & more. The admin's profile can be found at https://kind.social/@Texan_Reverend\r\nIf you have questions or want help configuring your account & app, Texan_Reverend is only an @ away.""}]",4024,available-blue-dot
social.lol,sept-oct2022,20240111211838,social.lol,"[{""id"": ""4"", ""text"": ""Don’t spread hate or negativity, especially based on people’s fundamental differences such as gender identity, sexual orientation, race, ethnicity, age, ability, and social class.""}, {""id"": ""5"", ""text"": ""Don’t harass, troll, seek to offend, shitpost, or otherwise bother anyone.""}, {""id"": ""6"", ""text"": ""Don’t lie, and don’t spread others’ lies or misinformation.""}, {""id"": ""7"", ""text"": ""Don’t run bots or anything that automates interactions with people.""}]",1912,available-blue-dot
sajin.life,sept-oct2022,20250713024203,사진.인생,"[{""id"": ""1"", ""text"": ""타인을 모욕, 괴롭힘, 사칭 명예 훼손등의 목적으로 계정을 생성하거나 컨텐츠를 업로드 하지 마세요.""}, {""id"": ""2"", ""text"": ""다른 사람이 불쾌감을 느낄 수 있는 컨텐츠는 NSFW 표시로 가려주세요.""}, {""id"": ""3"", ""text"": ""인종, 성정체성, 장애, 지역 및 국적등을 이유로 다른 사람을 차별하는 행위를 금지합니다.""}, {""id"": ""4"", ""text"": ""과도한 욕설 혹은 높은 수위의 게시글은 NSFW를 적용하고 공개 범위를 변경해주세요.""}, {""id"": ""5"", ""text"": ""타인의 명시적인 동의 없이 개인 정보를 게시하거나 공유하지 마세요.""}, {""id"": ""6"", ""text"": ""스팸 행위 및 이를 위한 계정 생성을 금지합니다.""}, {""id"": ""7"", ""text"": ""위의 규칙들을 악용하여 서버 이용을 방해하는 행위를 금지합니다.""}]",265,available-blue-dot
layer8.space,sept-oct2022,,,null,,no valid snapshot Jan-Feb 2023
mastodon.nz,sept-oct2022,20230130105222,Mastodon NZ,"[{""id"": ""16"", ""text"": ""In order to register here, you must be at least 13 years of age.""}, {""id"": ""17"", ""text"": ""You MUST describe your link to NZ as part of your reason for wanting to join on the next page. Applications without this will be declined. You must be a kiwi or honorary kiwi, at home or abroad, to join Mastodon.nz.""}, {""id"": ""18"", ""text"": ""You may only have one account on Mastodon.nz.""}, {""id"": ""19"", ""text"": ""Personal accounts only. We do not allow bots, commercial, business, organisation or purely promotional accounts.""}, {""id"": ""20"", ""text"": ""Automated cross-posting from other services such as twitter is considered to be a bot and is not allowed. If you have a blog or something and you want feed that through, this is generally fine.""}, {""id"": ""21"", ""text"": ""No spamming. The occasional mention of your shop, fundraiser etc. is fine. It's hard to give a defined daily limit of what constitutes spam. Personal or professional (i.e. Mutual Aid/Kickstarters) fundraisers must be clearly tagged as such.""}, {""id"": ""22"", ""text"": ""Content Warnings are mandatory on posts containing gore, violence, and “hot button” political or news takes, including accompanying images and links.""}, {""id"": ""23"", ""text"": ""No impersonation of others. We may consider obvious parody accounts, but they must be agreed with @theadmin in advance.""}, {""id"": ""24"", ""text"": ""No hate speech, racism, sexism, ableism, homophobia or transphobia.""}, {""id"": ""25"", ""text"": ""No illegal content, gore or violence for the sake of it, incitement of violence or promotion of violent ideologies or conspiracy theories.""}, {""id"": ""26"", ""text"": ""No NSFW content. A bit of casual swearing is fine, but don't be derogatory or aggressive to other users (see rule 12).""}, {""id"": ""27"", ""text"": ""Be kind. No abuse or harassment will be tolerated. ""}, {""id"": ""28"", ""text"": ""No doxxing other users.""}, {""id"": ""29"", ""text"": ""Content hosted on Mastodon.nz or produced by its users may not be reused outside of the fediverse without the express permission of the author(s).""}, {""id"": ""30"", ""text"": ""Mastodon.NZ complies with copyright laws. We expect you to as well. Your content must be your own or acceptable use.""}, {""id"": ""32"", ""text"": ""Image descriptions: It is expected that users will add image descriptions to their uploads for\r\nour visually impaired users. Unless there is a reason you can not, you must do so.""}, {""id"": ""33"", ""text"": ""Expanded rule list with examples can be found @ https://mastodon.nz/rules.pdf""}]",8826,available-blue-dot
yiff.life,sept-oct2022,,,null,,no valid snapshot Jan-Feb 2023
mastodon.radio,sept-oct2022,20230707145559,Mastodon.Radio,"[{""id"": ""2"", ""text"": ""We suggest using your radio callsign as your username. If you don't have one yet, plan to change it soon, want to avoid doxing, or just enjoy listening, that's ok too.""}, {""id"": ""4"", ""text"": ""Please be respectful of others. Their age, gender, sexual orientation, gender identity, background, preference for transistors over vales, etc. are all _NOT_ reasons to be a twit""}, {""id"": ""5"", ""text"": ""Anyone is welcome to report inappropriate behaviour, they will be listened to, and action will be taken. This will be anything from a warning, to banning. Moderation decisions will be made using the Paradox of Tolerance.""}, {""id"": ""6"", ""text"": ""Expect anything you post on mastodon.radio to be public, including direct messages, that way you can never be surprised or embarrassed""}, {""id"": ""7"", ""text"": ""Any images or videos uploaded to mastodon.radio _MUST_ have an appropriate textual description. If you need help with this, please ask!""}, {""id"": ""8"", ""text"": ""Your right to free speech does not supersede my right to call you out and kick you out for being a dick""}, {""id"": ""10"", ""text"": ""No spam, no commercial advertising (occasional personal listings are OK), no sexually explicit or violent media (yes that includes pictures of your gun), no threats of violence.""}, {""id"": ""11"", ""text"": ""No illegal content - this server is hosted in UK""}, {""id"": ""12"", ""text"": ""When apply for an account, if you've actually read these rules, please end your \""Why do you want to join?\"" with the phrase \""hippo cornflakes\""""}]",2625,available-blue-dot
social.growyourown.services,sept-oct2022,,,null,,no valid snapshot Jan-Feb 2023
bequeme-couch.de,sept-oct2022,20250716051433,Bequeme Couch,"[{""id"": ""12"", ""text"": ""Don’t post anything illegal."", ""hint"": """"}, {""id"": ""15"", ""text"": ""No harassment, stalking, mobbing, deadnaming, misgendering, or contacting users who have made it clear they do not wish to be contacted."", ""hint"": """"}, {""id"": ""16"", ""text"": ""No right or alt-right bullshit, Nazi content, conspiracy narratives."", ""hint"": """"}, {""id"": ""18"", ""text"": ""No spam."", ""hint"": """"}, {""id"": ""19"", ""text"": ""Don’t post anything that you wouldn’t say on Max's real couch.\r\n"", ""hint"": """"}]",8,available-blue-dot
definitely.social,sept-oct2022,,,null,,no valid snapshot Jan-Feb 2023
nitecrew.rip,sept-oct2022,20221115235524,n i t e c r e w,"[{""id"": ""2"", ""text"": ""Don't be a shithead""}, {""id"": ""4"", ""text"": ""CW required on truly disturbing content. Things like nudity/sexual content, gore/blood, and imagery or discussions that could get someone in trouble if opened in mixed company. EC and food are optional. ""}, {""id"": ""5"", ""text"": ""Don't touch the poop. It'll eventually touch back.""}, {""id"": ""6"", ""text"": ""No shoes. Take 'em off at the door, don't track your filth onto my clean floors.""}, {""id"": ""7"", ""text"": ""Don't fix your typos. Full sends only.""}, {""id"": ""8"", ""text"": ""Give Skelly your bones. EXCEPT squirrel bones.""}, {""id"": ""9"", ""text"": ""NO AHEGAO. not allowed.""}, {""id"": ""11"", ""text"": ""You cannot be racist against white people. It doesn't work that way.""}, {""id"": ""12"", ""text"": ""UH OH COMMUNISM""}]",24,available-blue-dot
eightpoint.app,sept-oct2022,20221213211800,eightpoint,"[{""id"": ""1"", ""text"": ""No alt-right ideologies or sympathizing for said ideologies.\r\n""}, {""id"": ""2"", ""text"": ""No promotion of authoritarianism.""}, {""id"": ""10"", ""text"": ""No šāru lemna/lashon hara\r\n\r\nAbout:\r\n https://cohost.org/shel/post/29079-lashon-hara-direct\r\n\r\nWhen It’s Permissible:\r\nhttps://torah.org/learning/halashon-chapter10/""}, {""id"": ""11"", ""text"": ""Spoiler and warn NSFW images. ""}, {""id"": ""12"", ""text"": ""Just dont be an asshole.""}, {""id"": ""13"", ""text"": ""Porn and smut are definitely allowed here. Go nuts. Post nuts. ""}, {""id"": ""14"", ""text"": ""18 and older only please if you are found to be breaking this rule you will be removed""}, {""id"": ""15"", ""text"": ""No bigoted behavior of any kind is tolerated.""}, {""id"": ""16"", ""text"": ""No illegal content, yes this includes lolicon. ""}]",681,available-blue-dot
