,rules
1216,não existe margem para assédio stalking ou divulgação de dados pessoais de outros doxing pressionar irrazoavelmente durante uma discussão em escalada ou enviar repetidamente mensagens privadas são também formas de assédio
1217,não aceitamos publicações cruzadas do twitter para aqui mas não temos nenhum problema com o contrário
1218,publicidade em massa não é permitida por outro lado incentivamos a partilha de projetos eventos e sítios onde os teus seguidores possam apoiar o teu trabalho como o patreon
1219,bots experimentais e criativos são bemvindos desde que se portem bem devem indicar que são bots no perfil e fazer apenas toots não listados
1220,este não é um serviço mas sim uma partilha o seu usufruto deve ser visto como um privilégio e não um direito
1221,se tiveres problema com algum utilizador local ou não a violar as nossas regras contacta os administradores e moderadores do serviço não hesites em entrar em contacto e nunca presumas que estás a causar incómodo pelo contrário
1222,do not join or engage with this server and its members unless you are 18 or older
1223,do not share content that engages with underagelolishotaminor content
1224,do not post rude or aggressive content
1225,hate speech is not to be tolerated
1226,personal attacks trolling and abuse will not be tolerated
1227,include relevant content or trigger warnings when posting content
1228,attribute content creators especially when you yourself are not said creator
1229,treat others on the server as you would treat them in real life
1230,respect and protect the privacy of your fellow community members
1231,be polite and communicate with respect especially in regards to sexual preferences in other words do not yuck someones yum
1232,contact the monster mistress directly with any feedback
1233,
1234,
1235,
1236,
1237,
1238,
1239,
1240,
1241,
1242,
1243,
1244,sexually explicit or violent media must be marked as sensitive when posting
1245,no spam or advertising
1246,no racism sexism homophobia transphobia xenophobia or casteism
1247,no incitement of violence or promotion of violent ideologies
1248,no harassment dogpiling or doxxing of other users
1249,no illegal content
1250,aplican todas las reglas descritas en el code of conduct de los términos httpsnobigtechesterms
1251,fühl dich auf wisskomsocial wie zu hause benimm dich so als könnten wir uns morgen persönlich auf der straße begegnen
1252,respektvoller umgang mach dich nicht lustig über andere und sei nicht herablassend du möchtest auch mit respekt behandelt werden
1253,diskriminiere niemanden rassistische sexistische transphobe frauenfeindliche homophobe antisemitische und andere menschenfeindliche beiträge sind bei uns verboten
1254,halte dich an gesetze ganz einfach auch im internet kann man angezeigt werden
1255,keine übertriebene werbung accounts mit sehr viel oder ausschließlich werbung werden suspendiert
1256,es ist untersagt inhalte einzustellen die gegen geltendes recht verstoßen oder die rechte dritter beeinträchtigen wir sanktionieren verstöße gegen die grundsätze des jugendschutzes und der guten sitten
1257,die inhalte dürfen insbesondere nicht beleidigend bedrohend belästigend anstößig verleumderisch gewalt verherrlichend oder zur gewalt aufrufend wahrheitswidrig pornografisch oder jugendgefährdend sein
1258,vermeide das hochladen von großen medialen inhalten wie videos verlinke besser auf diese in deinem tröt
1259,verifizierbare mailadresse melde dich an wenn du in der wissenschaftskommunikation oder wissenschaft und forschung tätig bist bitte immer mit einer einrichtungsmailadresse bzw verifizierbarer mailadresse registrieren
1260,no racism sexism homophobia transphobia xenophobia or casteism
1261,no incitement of violence or promotion of violent ideologies
1262,no harassment dogpiling or doxxing of other users
1263,do not share intentionally false or misleading information
1264,no overly aggressive posting this isnt twitter minimal shitposting
1265,discursos de ódio homofobia xenofobia etc são proibidos no hate speech
1266,não seja agressivo com outras pessoas be nice
1267,não faça coisas ilegais do not do anything illegal do not promote breaking the law
1268,sem spam ou promoção excessiva uso comercial discreto para negócios curitibanos permitido por exemplo para seus seguidores no spam only lowkey commercial use allowed for local businesses
1269,use os recursos de content warning cw quando tratar de assuntos mais sensíveis use content warnings for sensitive content
1270,provide relevant content warnings on potentially sensitive posts spoilers and other content that not everyone may want to see this includes any adult sexually explicit violent or other graphic content
1271,no racism sexism homophobia transphobia xenophobia or casteism
1272,no incitement of violence or promotion of violent ideologies
1273,no harassment dogpiling or doxxing of other users
1274,no content illegal in in the united states
1275,do not share intentionally false or misleading information
1276,behaviorcontent that undermines privacy or security expectations is not allowed
1277,en no racism sexism misogyny homophobia or transphobia de kein rassismus sexismus frauenfeindlichkeit homophobie oder transphobie
1278,en no ableism antisemitism religiousbased hate xenophobia or casteism de keine behindertenfeindlichkeit antisemitismus religiös begründeter hass fremdenfeindlichkeit oder kastenfeindlichkeit
1279,en no harassment threatening dogpiling or doxxing of any kind de keine belästigung bedrohung hetzjagd oder doxxing jeglicher art
1280,en no pornographic material sexually explicit or violent media de kein pornografisches material eindeutig sexuelle oder gewalttätige inhalte
1281,en no intentionally false or misleading information and pseudoscience this includes covid19 and vaccine misinformation de keine absichtlich falschen oder irreführenden informationen dies schließt covid19 und fehlinformationen über impfungen ein
1282,en no serious dishonesty that is hurtful to others eg falsely representing oneself as a member of a minority de keine schwerwiegende unehrlichkeit die anderen schadet z b falsche darstellung als einer minderheit angehörig
1283,en no fraudulent impersonating other people de kein betrügerischer identitätsdiebstahl natürlicher personen
1284,en no spam including multilevelmarketing de kein spam einschließlich multilevelmarketing
1285,en no services offering academic ghostwriting or predatory conferences or journals de keine akademischen ghostwriterdienste oder sog predatory konferenzen oder zeitschriften
1286,en no advertising de keine werbung
1287,no discursos de odio como homofobia transfobia racismo o similares
1288,contenido sensible deberá ser marcado como tal
1289,no divulgar información privada sin consentimiento doxxing
1290,no spam utilizar funciones de conversación como respuestas para promocionar contenido comercial no solicitado para promocionar contenido comercial está la cuenta y audiencia propia
1291,no desinformación fake news intencional la realidad es compleja y tiene matices pero esta no es una plataforma para difundir teorías de conspiración contrarias a información científicamente comprobadas ejemplos negacionismo del cambio climático o movimientos antivacunas
1292,prohibido promover actividades y negocios ilegales en costa rica
1293,no cuentas falsas ni suplantación de identidad de personas organizaciones o marcas
1294,いつでもニコニコ心がけるケンカ争いごとを起こさないようにしましょう
1295,親しきフレンズにも礼儀ありいじめ仲間外れを作らないようにしましょう
1296,振る舞いはオシトヤカにモラルマナーを守りましょう
1297,トゥートは上手に扱うこと個人情報の扱いに気をつけましょう
1298,困った時はホウレンソウひとりで悩まず相談しましょう
1299,
1300,
1301,
1302,
1303,
1304,
1305,
1306,
1307,
1308,
1309,
1310,
1311,
1312,
1313,do not use slurs or racist sexist homophobic transphobic ableist or otherwise discriminatory or hateful jokes or language or promote white supremacy antisemitism transphobia or other hateful ideologies
1314,do not harass anyone participate in group harassment of anyone or otherwise engage in personal attacks posting or threatening to post other peoples personally identifying information doxing constitutes harassment
1315,do not be intentionally antagonistic a post or reply designed to provoke a confrontation is not acceptable
1316,do not post adult content including pictures containing nudity or unwelcome sexual attention including sexualized comments or jokes
1317,do not use automated tools to toot without participating in the community it is fine to post with an automated tool so long as you are an active member of the mastodonbeer community and respond to replies you receive here unmonitored accounts that post automatically are not acceptable
1318,please post in english at least for initial posts the admin only speaks english until or unless that changes this will make dealing with any issues or concerns simpler
1319,do not post spam toots that are nothing other than a link andor contain an inordinate number of hashtags are spam as does any overly commercial selfpromotion it is fine to toot about your own projects and share what you are excited to be working on just keep the toot itself interesting
1320,do not post about inflammatory controversial subjects without a content warning content warnings are also a kindness think of them as optin hash tags that might save someone creating an optout via a filter
1321,do not shitpost which is defined as to post offtopic false or offensive contributions to an online forum with the intent to derail the discussion or provoke other participants
1322,do not engage in name calling ad hominem attacks or any other uncivil behaviour criticize ideas never people you do not have to be nice you are asked to try to be kind
1323,do not tone police toots may violate the standards of civility we set on mastodonbeer but you should not criticize users for their tone report them or feel free to block them in neither case should you criticize their tone
1324,obviously nothing illegal
1325,sensitive or adult material must be behind a content warning and marked as sensitive
1326,no harassment or hateful comments
1327,if possible link to one of your existing social profiles so we can help prevent bots spam crypto bros nazis etc
1328,zero tolerance for spam if youre simply here to promote a business or product and youre not themed attraction related you will be suspended without warning if you are themed attraction related please be mindful of how others may view your posts
1329,put your favorite attraction in your bio if you dont your account may be suspended were doing this to combat spam accounts new account signups please out this in the reason to join field
1330,
1331,
1332,
1333,
1334,
1335,
1336,
1337,
1338,
1339,
1340,
1341,
1342,
1343,
1344,no apologia del fascismo nazismo
1345,no contenuti vm18
1346,no al trolling e shitposting
1347,no allo spam e al flooding
1348,no al proselitismo e allintolleranza religiosa
1349,no a comportamenti molesti e tossici dogpiling o doxxing
1350,no al razzismo sessismo misoginia omofobia bifobia lesbofobia transfobia afobia
1351,no alla diffusione intenzionale di notizie false fuorvianti o manipolate e alla condivisione di informazioni con intenti antiscientifici
1352,sexually explicit or violent media must be marked as sensitive when posting
1353,no racism sexism homophobia transphobia xenophobia or casteism
1354,no incitement of violence or promotion of violent ideologies
1355,no harassment dogpiling or doxxing of other users
1356,no content illegal in germany or ireland
1357,users must be over 18
1358,no purely crossposting from other platforms if you need to use a crossposter to aid with migrating fine but if you dont engage with the fedi follow people reply boost like while continuing to crosspost for extended periods your account will be suspended
1359,respeite a lei não poste nada que infrinja as leis brasileiras
1360,sem discriminação zero tolerância a toda forma de discriminação como machismo racismo homofoboa transfobia xenofobia e mais
1361,sem nazismofascismo uma extensão das outras regras mas se não foi claro aqui não é lugar de facho
1362,plaats geen links of referenties naar racistische hatelijke of offensieve content
1363,plaats geen content die in nederland illegaal is
1364,plaats geen spam
1365,gebruik de inhoudswaarschuwing cw voor sexueel expliciete content
1366,geen ruimte voor nepaccounts duidelijke satire uiteraard wel
1367,wees aardig voor elkaar
1368,gebruik de nederlandse of engelse taal
1369,assume good faith
1370,use your real name
1371,no nazis
1372,no homophobia
1373,do not infringe copyright defame people or break laws
1374,by being here you agree to follow the julia language code of coduct httpsjulialangorgcommunitystandards
1375,be respectful and inclusive
1376,please do not use overtly sexual language or imagery
1377,do not attack anyone based on any aspect of personal identity including gender sexuality politics religion ethnicity race age or ability
1378,keep in mind that what you write or say in public forums is read or heard by many people who dont know you personally so please refrain from making prejudiced or sexual jokes and comments even ones that you might consider acceptable in private
1379,ask yourself if a comment or statement might make someone feel unwelcomed or like an outsider
1380,in particular do not sexualize the term julia or any other aspects of the project while julia is a female name in many parts of the world the programming language is not a person and does not have a gender
1381,all participants in the julia community are expected to respect copyright laws and ethical attribution standards this applies to both code and written materials such as documentation or blog posts
1382,materials that violate the law are plagiaristic or ethically dubious in some way will be removed from officiallymaintained lists of resources
1383,if you believe one of these standards has been violated you can either file an issue on an appropriate repository or confidentially contact the julia stewards at stewardsjulialangorg keep in mind that most mistakes are due to ignorance rather than malice
1384,be concise constructive criticism and suggestions are welcome but hightraffic forums do not generally have the bandwidth for extensive discourse consider writing a blog post if you feel that you have enough to say on a particular subject
1385,we welcome the participation of researchers of all kinds in the julia community however please remember that open source development is a social process and that the participants on the other side of any interaction are obviously humans
1386,if you are doing research on the community or its processes you are likely performing human subjects research hsr and are expected to abide by the highest standards of ethics and professional practice meeting this expectation is your responsibility
1387,we consider engaging in unethical research human subject or otherwise to be a cause for bans or other sanctions from the community
1388,the julia community is built on a foundation of reciprocity and collaboration be aware that most community members contribute on a voluntary basis so ideas and bug reports are ok but demands are not
1389,if you have a conflict or concern that requires resolution please contact the julia community stewards
1390,ověřujte si informace před jejich sdílením nebo šířením
1391,sexuálně explicitní nebo násilné příspěvky musí být při zveřejňování označené jako citlivé
1392,nepodněcujte nenávist ani násilí
1393,rasistické sexistické homofobní a xenofobní projevy nebudou tolerovány
1394,respektujte druhé i jejich názory
1395,mějte chladnou hlavu a nadhled v diskuzích
1396,respektujte obecná pravidla netikety httpscswikipediaorgwikinetiketa
1397,请勿骚扰他人或人身攻击
1398,请勿发表纳粹仇恨言论或真人儿童色情相关内容包括恐同恐跨种族歧视等
1399,注册后2周内请至少使用一次您的账号发表内容或更换头像均可
1400,you shall follow this code of conduct coc
1401,content must adhere to laws in sweden
1402,absolutely no harassment of any kind is allowed as also covered below by the coc
1403,anything remotely nsfw should be labeled as such and hidden and is in general not advised to be posted at all like blood gore violence and sexual images and videos
1404,you may advertise products or services to a reasonable extent it is the moderators discretion to decide what is reasonable
1405,we do not allow racism sexism homophobia transphobia xenophobia or casteism
1406,we accept no harassment dogpiling or doxxing of other users
1407,the following types of content will be removed from the public timeline excessive advertising uncurated news bots posting from thirdparty news sources nudity pornography and sexually explicit content gore and extremely graphic violence including artistic depictions
1408,the following types of content will be removed from the public timeline and may result in account suspension and revocation of access to the service racism sexism casteism or advocation of thereof
1409,the following types of content will be removed from the public timeline and may result in account suspension and revocation of access to the service xenophobic andor violent nationalism spreading disinformation or conspiracy theories that undermine public health
1410,the following types of content are explicitly disallowed and will result in revocation of access to the service sexual depictions of children content illegal in sweden conduct promoting the ideology of national socialism or other extreme political or religious movements
1411,you are personally held responsible for any content you post also in a legal sense no such responsibilities are held by 99nicu the server admins or mods or any person connected to those
1412,the only people allowed on this instance are corporations brands town is specifically dedicated to brand promotion on mastodon
1413,no racism sexism homophobia transphobia or other bigotry of any kind is allowed
1414,no porn there are a lot of instances brands town hopes to reach and we dont want to get instabanned into oblivion
1415,maintain your brand voice dont ever break character
1416,impersonation of individuals is not allowed with the exception of the one elon musk account because thats funny
1417,upon registration brands must be original properties not impersonations detected impersonations will be immediately rejected we will also immediately delete impersonations upon request from corporations or legal counsel
1418,dies is ein sicherer raum rassistische sexistische homophobe transphobe beeinträchtigtenfeindliche und anderweitig diskriminierende oder hasserfüllte sprache um nicht zuletzt weiße vorherrschaft antisemitismus transphobie oder andere menschenfeindliche ideologien zu bewerben sind untersagt
1419,belästige niemanden und unterlasse persönliche angriffe weder allein noch als gruppe das veröffentlichen oder die androhung von veröffentlichung von personenidentifizierenden informationendoxing wird als belästigung aufgefasst
1420,veröffentliche keinen spam ein toot mit nichts als einem link wird als spam ausgelegt ebenso wie jedwede kommerzielle werbung kommerzielle werbung in diesem zusammenhang bedeutet wenn die veröffentlichten inhalte keinen persönlichen bezug aufweisen
1421,must follow code of conduct and you must be able to read the coc which is found in swedish down below
1422,content must adhere to swedish or european laws
1423,absolutely no harassment of any kind this is covered by the coc
1424,anything remotely nsfw should be labeled as such and hidden and is in general not advised to post at all like blood gore violence sexual images and videos
1425,no advertising you may advertise your own work to a reasonable extent reports from users and moderators discretion decide what is reasonable
1426,no racism sexism homophobia transphobia xenophobia or casteism
1427,no harassment dogpiling or doxxing of other users
1428,the following types of content will be removed from the public timeline excessive advertising uncurated news bots posting from thirdparty news sources untagged nudity pornography and sexually explicit content untagged gore and extremely graphic violence including artistic depictions
1429,the following types of content will be removed from the public timeline and may result in account suspension and revocation of access to the service racism sexism casteism or advocation of thereof
1430,the following types of content will be removed from the public timeline and may result in account suspension and revocation of access to the service discrimination against gender and sexual minorities or advocation thereof
1431,the following types of content will be removed from the public timeline and may result in account suspension and revocation of access to the service xenophobic andor violent nationalism spreading disinformation or conspiracy theories that undermine public health
1432,the following types of content are explicitly disallowed and will result in revocation of access to the service sexual depictions of children content illegal in sweden conduct promoting the ideology of national socialism
1433,flashing or strobing media must be marked as sensitive and include a strobe warning
1434,sexually explicit or violent media must be marked as sensitive
1435,posting sexual content depicting minors is strictly prohibited
1436,no racism sexism homophobia transphobia xenophobia casteism or any form of hate speech
1437,no incitement of violence or promotion of violent ideologies
1438,no harassment dogpiling or doxxing of other users
1439,do not share intentionally false or misleading information
1440,no activity which is illegal in germany or colorado
1441,if a violation is in question admin provides a final call
1442,merci dêtre poli
1443,merci dêtre respectueux
1444,merci de ne pas dire nimporte quoi il y a des faits
1445,merci de se brosser les dents au moins 2 fois par jour pendant 2 minutes 3 fois conseillés
1446,merci de ne pas harceler
1447,rappel léquivalent des dm ne sont pas chiffrés sur mastodon et peuvent être lu par un administrateur pas nous mais cest pas la question quand on parle sécurité
1448,pas de blocage dautres serveurs ou dutilisateurs externe ou interne par ladministrateur cela devra être fait par les utilisateurs euxmêmes sauf attaque ou harcèlement en masse des utilisateurs de notre domaine mais cela sera indiqué dans la page dinstance
1449,lensemble des hashtags sont validés pour avoir une idée des tendances exceptés ceux haineux qui sont juste non promu sur le serveur mais toujours accessible
1450,pas de compte backup sur ce serveur pour éviter de gaspiller des ressources nous nous refusons dhéberger des comptes backups
1451,follow the prime directive treat everyone with respect and dignity exactly how you want to be treated
1452,respect all life forms no racial sexual genderidentity or cultural discrimination no homophobia transphobia racial slurs or stereotypes misgendering deadnaming etc
1453,shields up if content is potentially offensive or triggering nsfw etc please label it with a cw to protect members of the community who may not wish to view it
1454,do not be without honor deliberate spreading of misinformation doxxing or disclosure if others private information will not be tolerated
1455,do not be dank and vile harassment threats and inciting or encouraging violence or self harm will not be tolerated
1456,no acting like a ferengi spam posts or accounts and unsolicited advertising are prohibited
1457,no hate speech
1458,no commercial advertising
1459,no disinformation or misinformation
1460,no harassment or bullying
1461,no sexual content
1462,no violent content
1463,no criminal activity
1464,no conspiracy theories
1465,no cryptocurrency promotions
1466,no bot accounts or data scaping
1467,sexually explicit or violent media must be marked as sensitive when posting
1468,no racism sexism homophobia transphobia xenophobia ableism casteism or any other form of bigotry
1469,no incitement of violence or promotion of violent ideologies
1470,no harassment dogpiling doxxing or otherwise abusive behavior
1471,no illegal content
1472,do not share intentionally false or misleading information
1473,when you join send us a oneline message introducing yourself
1474,consider donating we will cover the mastodon instance costs but your support is appreciated
1475,be nice to everybody
1476,every user must be at least 18 years old
1477,explicit media is allowed if it is original 18 and does not violate the rights of any other person
1478,pseudonyms are encouraged and doxxing is prohibited
1479,stay safe content that has the purpose or predominant effect of harming others is prohibited
1480,be nice common decency is a must there is no list of officially banned content or isms and phobias
1481,dont spam
1482,be respectful of your fellow users on this instance and others
1483,feel free to promote your own projects but accounts that are exclusively promotional aka spammers may be removed
1484,this is a place for comfort not combat please report assholes andor bigots who you find directly either through the federated feed or your mentions we will handle it as quickly as we can and we will actually read your reports
1485,any content glamorizing nationalist statist imagery or ideals of various kinds is subject to review roasting or whatever
1486,shit that reinforces systemic oppression of individuals or that projects specters onto them is not good racism queerphobia transphobia xenophobia ableism other ismsdiscriminatory conduct are examples of this
1487,any conduct which abuses this mastodon instance and causes hassle for the users of this instance is super annoying and will be taken with the most serious of hostility
1488,explicitnsfw content is allowed just cw your stuff and thats all
1489,while essentially all posts not violating the above are welcome on this instance you are asked to be considerate and respectful of others for example tagging a post about a controversial subject or a commonlyheld phobia using content warnings
1490,dont get us fediblocked
1491,no racismwhite supremacy
1492,no sexism
1493,no ableism
1494,no queertransphobia no homophobia xenophobia terf or other gender critical shit no deadnaming misgendering etc no debating other peoples right to exist
1495,no fascism or nationalism
1496,no violence or harassment no violence or harassment no disrespecting peoples boundaries no sliding into dms or mentioning those who have blocked you
1497,no spam
1498,be good to each other
1499,no crypto
1500,se debe marcar el contenido de carácter sexual o violento como contenido sensible al publicarlo
1501,se prohíbe la discriminación por razones de género política religión raza discapacidad o lugar de procedencia entre otras
1502,no se permiten discursos de odio incitaciones a la violencia o promoción de ideologías violentas
1503,se prohíbe el acoso hacia otros usuarios
1504,el contenido considerado ilegal o protegido por derechos de autor en españa y la ue puede compartirse siempre que se haga en privado a uno o varios usuarios se suspenderán las cuentas que compartan este contenido utilizando un nivel de privacidad menos restrictivo
1505,se prohíbe compartir información intencionadamente falsa imprecisa o engañosa
1506,se permite la publicidad a los seguidores de una cuenta pero no públicamente a nivel de instancia o federación se prohíbe terminantemente hacer spam y mencionar a varios usuarios con fines publicitarios
1507,además de estas normas específicas esta instancia se rige según el código de conducta del ciudadano y el colaborador elaborado por nv access y donde se apliquen las normas de nuestra lista de correo
1508,be kind respectful and thoughtful
1509,toots and boosts should focus on sotl issues
1510,no false or misleading information no racism sexism homophobia transphobia or xenophobia no harassment of any kind nothing illegal nothing sexual
1511,no toxic and hateful speech
1512,no incitement of violence and no promotion of misleading or violent ideologies
1513,no harassment dogpiling or unwanted advances
1514,no doxxing of other users
1515,no content illegal in united states or eu or copyrighted content that you dont own rights to
1516,be yourself accounts intended to impersonate or parody are not permitted and those found to be directly misrepresenting themselves as another person or entity will be actioned accordingly bots must be marked as such
1517,agree to the terms of service and code of conduct
1518,lastly no pie charts
1519,0 lutente deve conoscere la fediquette una netiquette del fediverso httpswwwinformapiratait20220322fediquettelanetiquetteeilfediverso
1520,1 lutente che utilizza poliverso deve sentirsi più felice più sereno più aperto alla discussione e più fiducioso nellintelligenza e buona fede altrui in caso contrario è meglio che cambi istanza
1521,2 poliverso è parte del fediverso e vuole continuare a farne parte ogni atteggiamento ostile o comportamento tossico verso utenti di altre istanze comporterà la sospensione
1522,3 e vietata la pubblicazione di contenuti illegali contenuti disturbanti senza i tag cw e nsfw spam comportamenti e discorsi dodio e disinformazione trucchetto per individuare la disinformazione se prima di postare un contenuto la prima domanda che vi ponete è come posso sapere se è disinformazione allora è disinformazione
1523,4 sono consentiti account istituzionali commerciali o promozionali purché la comunicazione avvenga in italiano e non sia equiparabile allo spam
1524,5 friendica non dispone di un sistema di moderazione per minimizzare i rischi di sistema gli utenti che non seguono lamministratore o che non gli rispondono tempestivamente potrbbero essere espulsi dalla piattaforma
1525,6 se vuoi dare unocchiata alla timeline locale guarda qui se non ti piace puoi iscriverti altrove
1526,try and be nice to people which means no real politicians
1527,avoid eating fat
1528,read a good book every now and then
1529,get some walking in
1530,try to live together in peace and harmony with people of all creeds and nations
1531,answer these questions three ere the other side ye see seriously answer the questions or you wont get approved
1532,no sexually explicit hateful or illegal content is allowed
1533,no harassment or doxxing
1534,no intentional posting of misinformation or information that may lead to physical harm
1535,no racism sexism homophobia transphobia xenophobia ableism or casteism
1536,disagreement is okay personal attacks never are
1537,no spam you can plug your latest project within reason but if your account appears to only exist to solicit sales especially if your product has nothing to do with the point of this server we will delete your profile without warning
1538,halte alle gesetze und regeln ein die du auch im realen leben mit deinem gegenüber einhälst
1539,erwünscht ermutigung von mitmenschen hier in der gruppe bibelzitate die uns stärken und kraft geben
1540,was wir wollen die liebe zur bibel und zu dem gott der liebe stärken
1541,wer ist willkommen jeder der den gott der bibel kennenlernen möchte oder schon kennt hauptsache ist dass du ihn und sein wort respektierst
1542,unser gott ist ein gott der ordnung und deshalb sollte es auch hier geordnet zugehen bei fragen kann gerne ein admin moderator kontaktiert werdenletztendlich obliegt es aber diesen zu entscheiden ob etwas erbaulich für die gruppe ist oder nicht
1543,wir menschen machen alle fehler und konflikte sollten bitte nicht in der gruppe ausgetragen werden
1544,gottes wort ist uns heilig wer sich über die bibel oder über jehovah lustig machen möchte ist bei uns falsch und darf sich eine andere instanz suchen
1545,nicht erwünscht keine propaganda keine werbung oder massives spamming von nachrichten keine unnötigen diskussionen über lehr und dogmatik
1546,みんなと仲良く使ってね
1547,申请理由请填写本站当日 banner 的角色名否则都会被拒绝哦
1548,不允许人身攻击仇恨言论仇恨言论指针对某一些群体的歧视性言论
1549,发限制级内容指有性器官暴露的图或有详细性描写的文善用折叠
1550,实例成员发表的内容属于发表人
1551,注册之后一个月内没有任何操作包括但不限于换头像发嘟改简介会被禁用账号
1552,不得无授权将长毛象社区内私人嘟主的嘟文转至任何公共平台无授权转载后被原文嘟主抗议且不删除转载内容的账号会被停用
1553,禁止发布任何含真人儿童色情内容的嘟文一经发现永久封禁
1554,以上规则适用于所有非仅自己可见的嘟文
1555,应该没了想到再加
1556,no toxic nonsense
1557,management reserves the right to ban anyone for any reason including but not limited to having to update the list of rules
1558,please use content warnings for nsfw posts
1559,service is provided on a besteffort basis
1560,this instance is hosted in the united states and will comply with the laws of that country
1561,report anything that bothers you if the user has no shrike club mutuals they will be obliterated with extreme prejudice
1562,no racism sexism homophobia transphobia xenophobia or casteism
1563,no incitement of violence or promotion of violent ideologies
1564,no harassment dogpiling or doxxing of other users
1565,do not share intentionally false or misleading information
1566,sexually explicit or violent media must be marked as sensitive when posting
1567,no harassment dogpiling or doxxing of other users
1568,dont be an asshole
1569,no sexism no fascism no colonialism no white supremacy no religious extremism no nationalism no racism no homophobia no transphobia
1570,no violence it can be okay to talk in strongly critical terms about peoples words but dont cross the line into any threats of violence or wishing violence on other people
1571,no hacking dont attack the system integrity eg breaking into another users account
1572,no impersonation or misrepresentation pretending to be somebody else
1573,safe space lgtbqia
1574,safe space neurodivergent adhd autism etc
1575,registreerumisega nõustud mitte postitama roppusi solvavaid halvustavaid vihkavaid ähvardavaid või muid seadustega vastuolevat sisu by registering you agree to not post obscene abusive derogatory hate threatening or otherwise illegal content
1576,spämmimine pahavara pettused jne on keelatud do not spam scam or share malware
1577,pornograafiline hirmuäratav ja muu tundlik sisu on lubatud ainult sisuhoiatusega pornographic gore and otherwise sensitive content is only permitted with a content warning
1578,austa teiste privaatsust ära jaga teiste isiklikku või salajast informatsiooni või meediat respect others privacy do not share their personal or confidential information or media
1579,ära proovi mastodonee lehteserverit katki teha häkkida või teistele kättesaamatuks teha do not attempt to break hack or make mastodonee inaccessible
1580,dont post content that is flatly racist sexist transphobic homophobic ableist misogynistic or otherwise bigoted
1581,dont use your account to harass or troll other users on 438punkhouse
1582,dont use your account to harass or troll other users on other instances
1583,dont use your account to harass or troll regular people in general
1584,dont post any illegal content or talk about illegal acts or otherwise post anything that could cause legal trouble for the server where your images and posts live
1585,use content warnings for the following types of content nudity gore drug useparaphernalia text detailing a sex act text mentioning suicideselfharm abuse rape or sexual assault
1586,try to use image descriptions
1587,read more on our about page https438punkhouseabout
1588,put nsfw content behind a content warning
1589,do not spam the server with advertisements or blog spam
1590,no prohibited content see httpstriangletootpartyaboutmore for a complete list
1591,dont be a jerk
1592,be chill to each other
1593,no spreading lies
1594,everyone is welcome mean it
1595,do not espouse or sealion ideals that are destructive to other peoples wellbeing
1596,do not carry out online behaviors that harm or emotionally exhaust other people
1597,do not carry out behaviors that result in denial of service proper server operation and other members content readability
1598,dont be a jerk
1599,dont make us write another rule
1600,be decent do not harass insult discriminate against or otherwise intentionally harm other users of any kind local or federated do not deliberately spread misinformation including pseudoscience and conspiracy theories
1601,be sentient avoid creating advertising or bot accounts on this instance without permission there may be exceptions but it is best to consult with either of the administrators before going ahead
1602,cross posting using software to post the same content on multiple social media services is only allowed if you regularly check your account here and interact with notifications important please do not cross post twitter retweets or quoted tweets
1603,be lawful do not post or link to content that could get us hit with a violation of copyright only post personally identifiable information if you have explicit permission to do so
1604,sexual content please post any sexual content as unlisted or stricter and make sure to add an appropriate content warning if you regularly find yourself wanting to post content of sexual nature this may not be the best instance for you
1605,be mindful politics religion and other controversial topics should be posted behind a content warning be mindful of people you interact with as they may have had experiences drastically different from yours including severe psychological or physical trauma
1606,describe your content please try to describe your media posts to the best of your ability to accommodate disabilities such as blindness and deafness if you cannot do so there is nothing wrong with asking for help currently tagging imagecaptionsplsaguppe is the best way to do so
1607,the password when signing up please include the following password in the why youd like to join text cakeoven this ensures to us that you have indeed read and will agree to abide by the rules set forth in this instance
1608,we welcome everyone active in the openjdk java javafx jvm and related communities
1609,no harassment dogpiling or doxxing of other users
1610,no impersonation of other people companies organizations brands etc
1611,no racism sexism homophobia transphobia xenophobia or casteism
1612,no incitement of violence or advocacy of violent actsideologies
1613,no sexually explicit or violent media
1614,no intentionally false or misleading information
1615,no advertising spam or excessive promotion
1616,please do not upload long videos here but use a dedicated service for this goal vimeo peertube and post a link in your message
1617,you must be 13 years of age or older to hold an account on darkfriend social
1618,show respect treat others with kindness respect dignity and patience
1619,do not harass others read the code of conduct for a description of what we consider to be harassment
1620,do not post or boost nsfw content without content warnings sensitive content setting
1621,do not post or boost illegal material this includes copyrighted materials which you are not licensed to share
1622,do not post advertisements or promotions read the code of conduct for a description of what we consider to be advertisements
1623,hide spoilers and leaks behind content warnings
1624,be nice to each other
1625,no advertising
1626,no spamming
1627,some preflight planing these are set and enforced by the mytranspondercom moderators
1628,be polite and kind dont be a jerk hate speech discrimination and harassment of any kind is not tolerated on this server
1629,be respectful even if you disagree
1630,no spam if you are setting up a storefront it must relate to aerospace and needs to offer more than advertisements
1631,of course well talk about other things but this server is intended for anyone who loves aerospace and aviation
1632,diese mastodoninstanz wird als privates hobby ohne garantie für verfügbarkeit betrieben es besteht kein anspruch auf jederzeit funktionierenden zugang zum konto downtimes updates wartung migration etc werden soweit möglich vorher angekündigt
