,rules
828,posts that contain nudity sexually explicit or violent content must be marked with an nsfw content warning and media marked as sensitive when posting
829,no racism sexism homophobia transphobia xenophobia or casteism
830,no incitement of violence or promotion of violent ideologies
831,no harassment dogpiling or doxxing of other users
832,no content illegal in the united states germany or finland
833,do not share intentionally false or misleading information
834,bots must be marked as bots in their profile preferences and automated posts should be unlisted exceptions apply twittermirroring instances like birdsitelive will be suspended if you want to browse twitter use twitter
835,do not spam or abuse network features
836,you must select the appropriate language for each post
837,please read httpsmppbushitme for moderation information and best practices
838,no incitement of violence or promotion of violent ideologies
839,threatening abusive intolerant or illegal behaviour will lead to moderation andor account deletion
840,do not post anything that is illegal in queensland australia this service and all data stored on it is 100 stored and operated in qld
841,do not knowingly share false or misleading information
842,the content warning flag must be used for nsfw content and nsfw media should be marked as sensitive
843,registrations are monitored and accounts considered spam duplicates impersonating legal entities or persons will be deleted
844,always be kind to each other dont say anything you wouldnt face to face
845,no hate
846,dont be a dick
847,no harassment
848,no violence
849,no fascism
850,no colonialism
851,no white supremacy
852,no religious extremism
853,no nationalism
854,no racism
855,no homophobia
856,no transphobia
857,no conspiracy theories
858,no police unions
859,safe space lgtbqia
860,safe space neurodivergent adhd aspie autism etc
861,no hacking
862,no pornography
863,no impersonation accounts
864,no sexism
865,to join users should share a reason they want to be a member of a unionoriented space intended for union members organizations friends and allies if you only say leaving twitter we will not approve your account
866,dont be a ballox
867,no bigotry racism xenophobia sexism homophobia transphobia antitraveller speech or any hate speech
868,no unsolicited dms
869,we have threads blocked just so you know
870,we operate on a 3 strikes and youre out basis
871,rasistické sexistické homofobní či xenofobní projevy jsou zakázány
872,nedopouštějte se obtěžování ostatních uživatelů
873,netolerujeme propagaci totalitních ideologií
874,žádné podněcování nenávisti nebo násilí
875,nepublikujte obsah který porušuje zákony české republiky
876,nesdílejte zavádějící informace
877,sexuálně explicitní nebo násilné příspěvky musí být při zveřejňování označené jako citlivé
878,nepovolujeme vydávání se za veřejně známé osobnosti či instituce parodické účty musí být jasně označeny
879,we are inclusive and welcoming to everyone of all ages nations races genders faiths and creeds
880,please keep our space safe for all and family friendly no spamming no personal attacks your opinions are welcome but we encourage thoughtful conversation over provocation
881,i actively moderate and will immediately suspend without appeal and in my sole judgement any account that violates the rules i also from time to time defederate any servers whose users act as a group to harass or attack this server or our users
882,full rules at httpswwwmozillaorgenusaboutgovernancepoliciessocialcontentpolicies mozilla has done an excellent job of describing how a well run social network should be governed i encourage you to read it
883,by joining twitsocial you agree to adhere to these rules thank you leo
884,no harassment dogpiling or doxxing of other users
885,no impersonation of other people companies organizations brands etc
886,no racism sexism homophobia transphobia xenophobia or casteism
887,no incitement of violence or advocacy of violent actsideologies
888,no advertising spam or excessive promotion
889,no sexually explicit or graphically violent media
890,no intentionally false or misleading information
891,no illegal or unlawful content
892,content created by others must be attributed and the use of ai must be disclosed profiles that only post aigenerated content will not be tolerated
893,do not threaten glorify or promote violence against individuals or groups or promote or glorify terrorism or violent extremism
894,you may not use our service for any unlawful purpose or in furtherance of illegal activities
895,you may not post or share sexual imagery andor content or child sexual abuse material csam including artistic depictions
896,promoting violence issuing threats or engaging in harassment is prohibited particularly based on factors such as race religion disability ethnicity disease sex gender gender identity sexual orientation financial means immigration status or political party affiliation
897,you may not impersonate individuals groups or organizations in a manner that is intended to or does mislead confuse or deceive others
898,spamming including excessive commercial advertising promotional campaigns and seo tactics is not permitted
899,defconsocial is an inclusive instance and will moderate against bigotry homophobia supremacy and edgelord behavior
900,we dont condone harassment against any user for any reason harassment can be generally or specifically targeted to make users feel uncomfortable unwelcome or afraid
901,participants asked to stop any harassing behavior are expected to comply immediately anyone can report harassment if you are being harassed notice that someone else is being harassed or have any other concerns you can report
902,follow our code of conduct httpsdefconorghtmllinksdccodeofconducthtml
903,dont break laws here ask others to break laws here admit to breaking laws
904,pornography nudity links to illegal content spam and commercial advertising are forbidden promoting your own projects in moderation is ok
905,be polite mark a cw for spoilers
906,no account impersonation if you claim you are the bbc world news and you arent dont be surprised if your account is suspended identity is tricky enough as it is
907,mark your account type as bot if you act like a bot or are one for example automated posting or reposting of other accounts
908,you must be at least 13 years old to create an account us copa ccpa uk aadc etc
909,no sexually explicit or violent media
910,no discrimination of any form incl racism sexism homophobia transphobia xenophobia casteism ableism etc
911,no incitement of violence or promotion of violent ideologies
912,no harassment dogpiling or doxxing of other users
913,no content illegal in iceland norway or the eu
914,do not share intentionally false or misleading information
915,no promotion of cryptocurrencies or nfts
916,follow the terms of use and code of conduct of vivaldinet
917,respect everyone
918,no nsfw without contentwarning
919,no content illegal in eu or south africa
920,dont spam
921,do not share intentionally false or misleading information
922,sexually explicit or violent media must be marked as sensitive when posting
923,no racism sexism homophobia transphobia xenophobia or casteism
924,no incitement of violence or promotion of violent ideologies
925,no harassment dogpiling or doxxing of other users
926,no content illegal in the united states of america
927,do not share false or misleading information that may lead to physical harm
928,no spam no direct advertising selling products or services no aggressive promotion if you promote your website blog etc do it responsibly and use a description and tags
929,bots must be marked as bot in their profile
930,agree to the code of conduct and terms of services
931,no posting of sexually explicit or violent media
932,no racism sexism homophobia transphobia xenophobia or casteism
933,no incitement of violence or promotion of violent ideologies
934,no harassment dogpiling or doxxing of other users
935,no content that is considered illegal in france andor germany
936,no intentional sharing of false or misleading information
937,this server is for individual accounts nonprofit organizations communityuseful bots and small businesses within the community
938,this server is dedicated to freemasonry you do not have to be a freemason to participate but we do require all users to observe masonic etiquette
939,this server is not tyled and so anything posted here can be read by anyone in the world even if they are not registered on this server please be mindful of that
940,it is especially important to not post notices of meetings or other announcements where personal contact information of anyone other than yourself is displayed
941,we do not allow spam any posts deemed by us at our absolute discretion to be spam will be deleted without notice and the account suspended without appeal
942,the preferred language on this server is english please understand that any posts not in english may be deleted especially if we think they look like spam
943,respect each other and have fun in our community
944,please keep links in your profile not in posts to avoid being marked as spam
945,keeping this simple if you must read terms and privacy please visit respective links
946,be nice to each other
947,do not publish advertisement
948,do not publish conspiracy myths
949,do not publish content illegal in germany andor france such as holocaust denial or nazi symbolism
950,do not publish content promoting the ideology of national socialism
951,do not publish content that is hateful towards specific individuals or groups or intended to cause or incite harm
952,for a very very detailed coc use the one of socialtchncsde as reference httpssocialtchncsdeaboutmore
953,illegal activity and behavior content that depicts illegal or criminal acts and threats of violence
954,intellectual property infringement impersonating another account or business infringing on intellectual property rights
955,sensitive content depictions of violence gore nudity
956,underage content sexually explicit content involving underage children
957,
958,
959,
960,
961,
962,
963,
964,
965,日本国内法は守ってください
966,露骨な性表現や暴力的なメディアの禁止
967,差別行為暴力行為を行わないこと
968,他のユーザーに対する嫌がらせ行為の禁止
969,sexually explicit or violent media must be marked as sensitive when posting
970,no racism sexism homophobia transphobia xenophobia or casteism
971,no incitement of violence or promotion of violent ideologies
972,no illegal content
973,dutch law applies
974,content created by others must be attributed and use of ai must be disclosed profiles that only post aigenerated content will not be tolerated
975,bot accounts must comply with the eligibility rules
976,brands are not allowed
977,all users must comply with the code of conduct
978,no harassment or bullying allowed
979,no adult 18 images allowed
980,no sexualised or suggestive images of children allowed
981,try 30days for free only 150 vat per month after no algorithms or ads to waste your time we use 20 of membership fees to plant trees change your plan or cancel at any time
982,please abide by the community standards
983,you can use any official eu language icelandic and norwegian on this server
984,no sexually explicit images or video
985,no racism sexism homophobia transphobia xenophobia or casteism
986,no incitement of violence or promotion of violent ideologies
987,no harassment dogpiling or doxxing of other users
988,no false or misleading information
989,no hate speech
990,no blatant misinformation
991,no phi
992,when signing up you need to verify youre a scientist please provide a link to your orcid scholar or academic webpage showing your recent publications junior researchers without publications please tell us why you want to join
993,discrimination in any form including but not limited to sexism racism homophobia transphobia is strictly prohibited on the platform
994,harassment doxxing or other abusive practices are not allowed
995,posting of content illegal in germany or the eu is not allowed
996,the intentional spreading of disinformation fake news is not allowed on the platform
997,no sexually explicit or violent content allowed
998,no incitement of violence or promotion of violent ideologies
999,promotion of pseudoscience is also not allowed
1000,respect the fediverse etiquette use content warnings for sensible content and describe your uploaded images using alt text
1001,so that we can moderate the instance content has to be in a language for which free machine translation eg deeplcom is available
1002,be kind to your peers treat others with empathy and respect
1003,vous pouvez publier en français ou anglais sans apporter de traduction merci de fournir une traduction pour toute autre publication
1004,les publications à visée publicitaire sont interdites ici
1005,enfin tout contenu jugé non conforme à la législation française est interdit ici
1006,no racism sexism homophobia transphobia xenophobia or discrimination in general
1007,no sexually explicit or violent media
1008,no harassment dogpiling or doxxing of other users
1009,do not share intentionally false or misleading information
1010,follow the code of conduct
1011,no spam or using an account solely for advertising
1012,your account bio or post history should in some way indicate interest in ai
1013,accounts which primarily produce the content of posts via software must be clearly identified as being bots
1014,no flooding the public timelines making lots of public posts in quick succession
1015,
1016,
1017,
1018,
1019,
1020,
1021,
1022,
1023,no al trolling shitposting bodyshaming e bullismo
1024,no alla diffusione intenzionale di notizie false fuorvianti o manipolate e alla condivisione di informazioni con intenti antiscientifici
1025,no a comportamenti molesti e tossici dogpiling o doxxing
1026,no al razzismo sessismo misoginia omofobia bifobia lesbofobia transfobia afobia
1027,no contenuti vm18
1028,no al proselitismo e allintolleranza religiosa
1029,no apologia del fascismo nazismo
1030,no allo spam al flood e ai bot
1031,no discrimination or hateful ideals this includes speech that espouses sexist beliefs ableist rhetoric or targets minorities and other marginalized groups eg queerphobia racism misogyny etc members cannot hold beliefs related to nationalistic ideologies ethnic superiority religious persecution racial discrimination andor queerphobia
1032,use content warnings while sexual content and fictional gore is allowed it must be used with the cw button and cant be used in bannersicons its a good idea to use cws for heavier topics too however its not needed for media like simple nudity educational content anatomical studies and classical art
1033,no harassment violence or disparagement do not send aggressive unwanted criticism disparaging remarks unwanted advances stalk other users vague post post opinions related to antikink activism eg kink shaming and do not circumvent blocks do not threaten others or yourself with physical harm members are also forbidden from attempting vigilantism eg writing a callout please simply report other users for violating our rules instead of policing them yourself
1034,18 only no one under the age of 18 may create an account or interact with cwd content on this server users on this server must also communicate in age appropriate ways with minors on other servers those found violating this rule will be immediately suspended
1035,no copyright infringement users must have the right to use the media they post in cases where they dont it must fall under fair use eg fan art and fan fiction created by the user users must also give proper attribution to the original creators of the content
1036,no abusive ideals related to consent while clearly marked fiction is fine we take a hard stance against those with ideals that advocate harmful contact in real life and movements which seek to normalize harmful attractions this includes beliefs iconography andor labels related to sexual or romantic contact between adults and minors eg maps humans and animals eg zoophilia or others who cannot or did not consent this includes labels such as radqueer and propara
1037,only post consensual and legal content when posting sexual content all parties must have consented to its creation and it being posted that means no revenge porn no sexual content featuring real or realistic renderings of people under the age of 18 and no sexual content of real animals this includes external links to services where such content is typically hosted eg session
1038,no spam or undisclosed bots do not use your account to excessively advertise products and services do not excessively follow favorite boost or reply to content from other users with the intent of directing more attention to your account also if your account is using bots to generate unique content or interact with other users you must apply the bot label to your account
1039,be respectful
1040,be helpful
1041,be apropriate
1042,be kind
1043,no harrasment no stalking no doxxing
1044,no racism or relativization of racism
1045,no sexism or relativization of sexism
1046,no xenophobia or relativization of xenophobia
1047,no discriminating against gender identities or sexual orientations or relativizing them
1048,no advertising
1049,no intentionally misleading content including newaltright conspiracy theories or scams like cryptocurrencies
1050,no content that violates the laws of the federal republic of germany
1051,add the nsfw flag to media containing sex or violence
1052,we do not accept content illegal in canada germany andor france such as holocaust denial or nazi symbolism
1053,sexual depictions of children is not allowed
1054,we do not accept racism sexism discrimination against gender and sexual minorities or xenophobia andor nationalism
1055,we do not accept terfs and your freedom of speech is no permission for you to insult other people or to violate their rights
1056,no nft content none at all
1057,contact httpsmastodonsocialmetapixl or mail hellometapixlcom
1058,you can find an up to date instance silenceblock list here httpscodebergorgmetapixl_comblocklistformetapixlcom
1059,no al sessismo
1060,no al machismo
1061,no al bullismo
1062,no allomofobia alla bifobia alla lesbofobia alla transfobia alla afobia
1063,no allabilismo
1064,no al razzismo
1065,no ai bot
1066,usare i cw per nsfw spoiler guerra politica
1067,evitare bestemmie e turpiloquio eccessivogratuito
1068,no pornografia
1069,istanza antifascista
1070,no alla pubblicità eo agli annunci commerciali consentiti i progetti personaliindipendenti
1071,no al proselitismo religioso
1072,no advocating violence do not engage in harassment including but not limited to bullying stalking and unwanted sexual advances
1073,no bigotry of any kind including but not limited to racism homophobia transphobia ableism ageism fascism nationalism colonialism white supremacy or religious extremism
1074,no hacking do not engage in unauthorized access or abuse of the servers systems or data
1075,no pornography its just not that kind of instance find another home on the fediverse
1076,no deceptive content do not post deceptive or misleading content including but not limited to impersonation phishing misinformation and explicitly cryptocurrency multilevel marketing scams nfts and antivax misinformation
1077,no illegal content do not post illegal content including but not limited to child pornography nonconsensual pornography threats of violence incitement to commit violent acts and any content that violates the dmca
1078,no doxxing do not share personal information about others without their consent
1079,be kind dont be a jerk its what all these other more specific rules are trying to define
1080,no scraping the contents of this site for machine learning training that includes using any text image video or audio posted for training testing or general use with artificial intelligence including but not limited to large language models like gpt and neural networks
1081,no discrimination including racism sexism homophobia or transphobia
1082,no incitement of violence or promotion of violent ideologies
1083,no impersonation of a person or brand even parodies
1084,spam dont join if you just want to spam links to things you represent
1085,no attacking or pentesting of this instance or any other instance
1086,each username on here should be a person not a brand or corporation and that person must be you no impersonation
1087,do not join to primarily publicise or promote red team tools
1088,do not use this server to promote how to attack the fediverse via osint exploits etc
1089,no porn or nudity
1090,no posting identifiable personal information from data breaches
1091,hate speech and acts of discrimination such as racism sexism homophobia transphobia ableism xenophobia or casteism will not be tolerated
1092,do not intentionally share false or misleading information
1093,do not send unsolicited dms
1094,sexually explicit or violent media must be marked as sensitive with a content warning
1095,do not share posts containing incitement of violence or promotion of violent ideologies
1096,do not be intentionally antagonistic posts or replies designed to provoke a confrontation are not acceptable
1097,do not post spam toots containing just links or an inordinate number of hashtags are considered spam as does any overly commercial selfpromotion it is fine to toot about your own projects and share what you are excited to be working on just keep the toot itself interesting
1098,this is a safe space no hate speech slurs or threats of any kind no exceptions
1099,no pornography nudity is okay within limits and with nsfw tags and content warnings this is not a porn site if that is your primary content please find another server
1100,no posting or reposting links to otherwise illegal content
1101,no spamming the server
1102,no posting or reposting knowingly false or misleading information
1103,no scams or phishing
1104,no commercial advertising while freelancers and small businesses are welcome to discuss their work and services blatant commercial advertising or misrepresentation especially using fake accounts or impersonating other companies is strictly prohibited
1105,no discrimination including but not limited to racism sexism homophobia or transphobia
1106,no explicit nsfw content without content warnings andor sensitive media markers explicit content must not be used in user avatars or header images
1107,no harassment of other users on this or other servers
1108,no content illegal in the following countries united states
1109,no incitement of violence or promotion of violent ideologies
1110,no disinformation regarding public health issues or politicalmilitary campaigns
1111,no spam this includes commercial advertising promotional campaigns and seo
1112,no impersonation of other individuals public figures or organisations unless clearly marked as a parody
1113,
1114,
1115,
1116,
1117,
1118,
1119,
1120,
1121,
1122,la pornografia infantil incitación a la violencia o promoción de ideologias violentas está prohibida
1123,prohibido el contenido ilegal cada usuario es dueño de sus comentarios y el contenido que publica esta instancia de mastodon no se responsabiliza de los comentarios de sus usuarios
1124,no cuentas de spam phishing promoción de cryptodivisas de dudosa procedencia o cualquier otra actividad que pueda ocasionar perjuicios economicos a los miembros de la comunidad
1125,esta instancia no acepta ningún tipo de comportamiento que atente contra la dignidad de las personas por su raza sexo orientación sexual identidad de género situación personal o riesgo de exclusión social
1126,por favor evita publicar noticias falsas intencionadamente
1127,el contenido pornográfico está prohibido en todas sus modalidades aún con cw podemos eliminar contenido de adultos si no respeta las normas el contenido explícito que pueda herir la sensibilidad de los usuarios debe llevar siempre cw debe cumplir con el resto de normas
1128,las cuentas fantasma que usan el crossposting entre redes sociales con fines de respaldo y no interactuan con sus seguidores están prohibidas nos reservamos el derecho de suspender cuentas que consideremos que abusan del mismo
1129,be kind
1130,most nudity not allowed
1131,no spam or advertising
1132,no racism sexism homophobia transphobia xenophobia or casteism
1133,no incitement of violence or promotion of violent ideologies
1134,no harassment dogpiling or doxxing of other users
1135,no illegal content
1136,do not share intentionally false or misleading information
1137,content policy httpsbitly3rvb1dv
1138,this instance is part of medium and adheres to the same rules as listed here httpspolicymediumcommediumrules30e5502c4eb4
1139,content warnings are required for adult and violent content they are recommended for content that may trigger people with trauma around abuse addiction andor phobias
1140,for any questions or support issues please submit a request at helpmediumcom
1141,no harrasment no stalking no doxxing
1142,no racism or relativization of racism
1143,no sexism or relativization of sexism
1144,no xenophobia or relativization of xenophobia
1145,no discriminating against gender identities or sexual orientations or relativizing them
1146,no advertising
1147,no intentionally misleading content including newaltright conspiracy theories or scams like cryptocurrencies
1148,no content that violates the laws of the federal republic of germany
1149,основным языком общения в сообществе является русский язык не возбраняется публиковать сообщения на других языках но крайне не рекомендуется отвечать на чужие сообщения на языке отличном от языка исходного сообщения
1150,любой зарегистрированный посетитель имеет право размещать сообщения на любые интересующие его темы
1151,запрещены призывы к нарушению действующего законодательства высказывания расистского характера разжигание межнациональной розни и всего прочего что попадает под действие ук рф
1152,попытки оправдания насильственных действий убийств приводят к удалению пользователя из базы сообщества
1153,запрещается размещать заведомо ложную информацию клевету
1154,запрещается регистрация под ником содержащим оскорбительную фразу или ненормативную лексику в тч на транслите и иных языках
1155,вас точно заблокируют если вы пришли с целью поругаться или же с целью высказать свое отношение к участникам сообщества
1156,запрещена публикация порно в любом виде и ссылок на сайты с подобным контентом
1157,запрещается любым образом распространять warez варез те нелицензионное программное обеспечение прямые ссылки на скачивание ссылки на сайты содержащие в свою очередь ссылки на ресурсы распространяющие нелицензионные продукты
1158,запрещается использовать аватары оскорбительного содержанияв тч с фашистской сатанинской и тп символикой аватары публикация которых нарушает чьи либо авторские права аватарыклоны аватары которые уже используются в сообществе
1159,запрещено намеренное искажение названий имен наименований равно как и регулярное донесение до сведения сообщества своего пренебрежительного отношения к месту собственного проживания или месту проживания коголибо из сообщества а так же виду работы или отдыха
1160,запрещено продолжение обсуждений вопросов из сообщений закрытыхудаленных администрацией
1161,меры по наведению порядка за порядком следит администрация сообщества
1162,администрация оставляет за собой право удалять сообщения и пользователей нарушающие установленный порядок и противоречащие правилам сообщества блокировать доступ нарушителей к сообществу
1163,помните что терпение администрации не вечное к посетителям регулярно иили преднамеренно путающим что принято а что не принято будут применяться меры на усмотрение администрации
1164,при осуществлении своих функций и полномочий администрация априори предполагает что участники знакомы с настоящими правилами
1165,действия администрации по применению санкций в отношении конкретных участников не подлежат обсуждению другими участниками что расценивается как грубое нарушение правил сообщества но могут обсуждаться с подвергнутыми санкциям лицами посредством электронной почты
1166,администратор последняя инстанция если вы не согласны с решением которое вынес администратор значит не судьба
1167,не забывайте читать объявления и соблюдать правила помните что кроме указанных здесь правил в сообществе действуют правила хорошего тона
1168,правила вынуждено пополняются по мере необходимости
1169,уровень ограничения или тип предупреждения выбирается администрацией в зависимости от нарушенного пункта правил и наличия ранее вынесенных замечаний
1170,в состав администрации входят лица чьё участие в создании и функционировании сообщества даёт им такое право и возможности выборность администрации сообщества не предусматривается
1171,действия администрации по реализации своих полномочий предусмотренных настоящими правилами и программным обеспечением сообщества управление учётными записями реквизитами и тд обсуждению участниками не подлежат
1172,aiwiki server supports promotion of any business topseo
1173,unmatched and unstoppable business exposure free
1174,decentralized architecture total censorshipfree communication freedom of speech
1175,total user control community building business building friendship building
1176,unmatched security open source transparency
1177,sexually explicit or violent media must be marked as sensitive when posting no racism sexism homophobia transphobia xenophobia or casteism no incitement of violence or promotion of violent ideologies
1178,no harassment dogpiling or doxxing of other users do not share intentionally false or misleading information illegal material will be removed immediately by ai
1179,本平台禁止任何诈骗黄推诈骗账号请自觉止步发现秒删
1180,do not post anything that would be classified as illegal in the united states
1181,do not post request or threaten to post personal information or personallyidentifying information dox whether it is publicly available or not do not post content that identifies anonymous or pseudonymous people unless they have willingly and publicly published that content themselves the single caveat to this is users who have aggitated or gone after fediverse its health poast or its mods or any of the above do not post any links to google docs and other known phishing or tracking websites creating accounts or services for the express purpose of documenting users activities or otherwise engaging in stalking behavior will not be tolerated
1182,do not fedpost this is defined as explicitly violent and possibly credible threats against groups or entities that the us government would classify as protected what constitutes being credible is left up to the discretion of the moderation team context will be taken into consideration
1183,spam of any kind involving posting deleting frivolous reports etc will not be tolerated
1184,creating accounts to agitate or otherwise divide the community on various topics are not tolerated
1185,do not use multiple accounts to circumvent people blocking you or to evade bans silences or other moderation measures
1186,mark your account as a bot if the majority of posting will be automated
1187,we do not allow accounts that are solely used to advertise a product or service accounts that advertise while also being an active part of the community are permitted unused or botrun accounts with advertising in their profile are not permitted even if they do not actively spam the advertisement andor solicitation of 18 paysites onlyfans etc is forbidden
1188,parody accounts are acceptable however you must state in your bio that it is a parody or your account will be terminated for impersonation
1189,keep your profiles avatar and header image safe for work since pleroma doesnt provide the ability to mark these images as sensitive
1190,it is recommended that you mark your post as sensitive when posting media with excessive blood or gore
1191,posting pornography is allowed under the restrictions outlined at poastabout
1192,do not explicity support the map or other pedophilic communities including beast acting like you molest children even ironically will be subject to post deletion
1193,repeated violations of any of the above rules may result in a ban at our discretion
