Rules,Instance group
"'Content created by others must clearly provide a reference to the author, creator, or source. For adult content, this should include performers. Accounts may not solely post AI-generated content.', ",500 to 1500 
"Free to spread, free to criticize, free to believe or not to believe. Let's communicate with each other in a friendly manner!]",500 to 1500 
"['Let us know who you are and why you are joining. ', ",500 to 1500 
"'Kind/grateful Android devs only.', ",500 to 1500 
"'Donations very appreciated at https://donate.androiddev.social if you have the means to support us.\r\n', ",500 to 1500 
"'No brands unless you reach out first.', 'No nudity, porn or nsfw content may be posted to androiddev.social. If you are looking to post this content please find another instance.', ",500 to 1500 
"'Abide by our terms of service, available at https://androiddev.social/privacy-policy. ']",500 to 1500 
"['No bigotry/racism/homophobia/transphobia or anything of the sort.', ",500 to 1500 
"'NSFW content must be given a content warning and posted with unlisted visibility (or lower).', ",500 to 1500 
"'No malicious acts towards other people or instances.', ",500 to 1500 
"'No incitement of violence or promotion of violent ideologies.', ",500 to 1500 
"'No harassment, dogpiling or doxxing of other users.', ",500 to 1500 
"'No uploading malware or any harmful materials.', ",500 to 1500 
"'Content generated through large language/media diffusion models (more commonly referred to as ""AI"") must be disclosed as such.', ",500 to 1500 
"'Temporary rule: when signing up, please do not use Outlook/Hotmail/Live email addresses, as we cannot guarantee mail delivery to them.']",500 to 1500 
"[""Don't be a dick"", ",500 to 1500 
"'Sexually explicit or violent media must be marked as sensitive when posting', ",500 to 1500 
"'No incitement of violence or promotion of violent ideologies', ",500 to 1500 
"'No harassment, dogpiling or doxxing of other users', ",500 to 1500 
"'No content illegal in Germany', ",500 to 1500 
"'Do not share false or misleading information that may lead to physical harm', ",500 to 1500 
"'No racism, sexism, homophobia, transphobia, xenophobia, or casteism']",500 to 1500 
"['Be welcoming. Be kind. Look out for each other.', ",500 to 1500 
"'Conduct or speech which might be considered sexist, racist, homophobic, transphobic, ableist or otherwise discriminatory or offensive in nature is not permitted.', ",500 to 1500 
"'No intimidation or harassment (online or in-person). Please read the Citizen Code of Conduct for how we interpret harassment.', ",500 to 1500 
"'No violence, threats of violence, or violent language.',",500 to 1500 
" 'Sustained disruption of online discussion is unacceptable.', ",500 to 1500 
"'Illegal content is not allowed. This server is located in (and subject to the laws of) the United States.', ",500 to 1500 
"'The administrators reserve the right to remove users or defederate with instances.', ",500 to 1500 
'You must be over the age of 13 to use this service.'],500 to 1500 
"['We do not accept racism (in all its forms, incl. hate against Muslims, antisemitism, apartheid and casteism - see our Terms of Service for our complete definition).', ",500 to 1500 
"'We do not accept hate against lesbians, gays, bisexuals, pansexuals,  transgenders, non-binary people, intersexual people, queer people in general, etc.', 'Sexism, misogyny and hate against black women (misogynoir).', ",500 to 1500 
"'We do not accept ableism (incl. COVID-19 denial/downplaying and anti-vax) and body-shaming.', ",500 to 1500 
"'We do not accept harassment and trolling.', 'We also do not accept other forms of hate speech.', ",500 to 1500 
"'We do not accept (sexual) abuse of minors, adults and animals (also not virtual).', ",500 to 1500 
"'We do not accept glorification of violence, calls for murder, death threats, terrorism and militarism.', ",500 to 1500 
"'We do not accept (neo)colonialism (incl. Zionism), imperialism in all forms and nationalism (above all nationalism of nation states,  incl. flags/symbols of those on Todon.*, see our Terms of Service).', ",500 to 1500 
"'We do not accept fascism, right-wing populism, and right-wing and religious extremism.', ",500 to 1500 
"'We do not accept evangelisation and other forms of religious propaganda [local only], and extreme sects and cults.', ",500 to 1500 
"'We do not accept Marxist-Leninists (Stalinists, Maoists, etc) or other followers of extreme authoritarian (so called) communist/socialist ideologies/regimes (aka tankies).', ",500 to 1500 
"We do not accept capitalists, including so called 'anarcho-capitalists' (aka ancaps) and neoliberals., ",500 to 1500 
"'We do not accept anthropogenic climate change denial, downplaying the climate crisis, greenwashing and deceptive climate solutions (like nuclear energy).', ""We do not accept (right-wing) conspiracy 'theories', hoaxes, fake news and other forms of disinformation."", ",500 to 1500 
'Another rule in our terms of service at wiki.todon.eu/todon/terms_en. Explain in the final step (reports only).'],500 to 1500 
"['Sexuell freizÃ¼gige oder gewalttÃ¤tige Medien mÃ¼ssen mit einer Inhaltswarnung versehen werden. Sexually explicit or violent media must be marked as sensitive when posting.', 'Kein Rassismus, Sexismus, Homophobie, Transfeindlichkeit, Fremdenfeindlichkeit oder Diskriminierung aufgrund der sozialen Herkunft. No racism, sexism, homophobia, transphobia, xenophobia, or casteism.', ",500 to 1500 
"'Keine Aufrufe zur Gewalt oder Verbreitung gewalttÃ¤tiger Ideen. No incitement of violence or promotion of violent ideologies.', ",500 to 1500 
"'Keine BelÃ¤stigung, Mobbing oder BloÃŸstellung anderer Nutzer. No harassment, dogpiling or doxxing of other users.', 'Keine in Deutschland rechtswidrigen Inhalte. No content illegal in Germany.', ",500 to 1500 
'Keine Verbreitung von absichtlich falschen oder irrefÃ¼hrenden Informationen. Do not share intentionally false or misleading information.'],500 to 1500 
"['Do not share illegal content in France (pedophilia, mainly).', ",500 to 1500 
"'Do not take part of a harassment.', ",500 to 1500 
"'Do not put someone in danger.', ",500 to 1500 
"'Do not have a racist, sexist, discriminating or oppressive talk.', ",500 to 1500 
"'Do not voluntarily degrade the prosperity or the good atmosphere of the instance.', ",500 to 1500 
'Unpleasant shitposting or flooding or abusive ads on public timelines is forbidden.'],500 to 1500 
"['Respeta la identidad propia, las experiencias y la personalidad de los demÃ¡s. Todos los tipos de personalidad son bienvenidos aquÃ­, siempre que respeten y no daÃ±en a los demÃ¡s. Al mismo tiempo, ten en cuenta que los demÃ¡s pueden cometer errores o utilizar una terminologÃ­a diferente a la tuya.', ",500 to 1500 
"'Racismo, machismo, capacitismo, homofobia, transfobia, queerfobia, xenofobia, antisemitismo, islamofobia y supremacismo blanco suponen bloqueo inmediato y, en caso de que los administradores consideren que esta conducta puede ser delictiva, una denuncia inmediata a las autoridades.', ",500 to 1500 
"'Se bloquearÃ¡ inmediatamente a toda persona o dominio que implÃ­cita o explÃ­citamente difunda retÃ³rica fascista, nazi, franquista, de extrema derecha y otras formas de nacionalismo violento o excluyente. En caso de detectar un posible delito de odio los administradores contactarÃ¡n con las autoridades.', 'Se bloquearÃ¡ a toda cuenta o dominio que comparta enlaces o material multimedia violento o que promueva la violencia. Los administradores se reservan el derecho a informar a las autoridades en caso de que encuentren indicios de actividad delictiva.', ",500 to 1500 
"'Queda prohibido el acoso a usuarios, usuarias y usuaries en todas sus formas, incluyendo el acoso sexual, sealioning, flaming, doxxing, bullying, joseo, subtooting, outing o suplantaciÃ³n de identidad entre otras formas de acoso.', ",500 to 1500 
"'Se bloquearÃ¡ a toda cuenta o dominio que promueva conductas lesivas para la salud como el consumo y distribuciÃ³n de drogas, los trastornos de alimentaciÃ³n, las autolesiones, el suicidio, la ludopatÃ­a y la apologÃ­a de conductas daÃ±inas para la salud fÃ­sica y mental de la persona en general.', ",500 to 1500 
"'Queda terminantemente prohibida la distribuciÃ³n de textos, enlaces o material multimedia donde se incluya o sugiera actividad sexual o desnudos de menores, reales o figurados. Los administradores de Paquita podrÃ¡n contactar con las autoridades en caso de que detecten posible actividad delictiva.', ",500 to 1500 
"'Paquita es una instancia libre de pornografÃ­a. No se permite a usuarios, usuarias o usuaries, trabajadores sexuales o no, que distribuyan repetidamente enlaces o material multimedia donde se muestre actividad sexual o fluidos corporales, aunque se haga catalogando el material como sensible y #NSFW.', 'Compartir material multimedia o enlaces sobre desnudez estÃ¡ permitido, siempre que sean desnudos propios de la persona que sube el material, sin involucrar a terceros, y que se catalogue como material sensible y se incluya advertencia o CW sobre este contenido, con las etiquetas #NSFW y #Nudity.', 'Se puede compartir ocasionalmente el propio trabajo o el de otras personas, pero no estÃ¡ permitido el marketing agresivo, el spam o publicitar productos y servicios si se recibe un pago o recompensa sustancial por ello.', ",500 to 1500 
