,rules
1806,keine inhalte die in deutschland illegal sind
1807,keine digitale gewalt keine hassrede keine bildbasierte gewalt keine bedrohnung keine belästigung kein stalking kein mobbing keine namen oder geschlechter die eine person abgelegt hat deadnamingmisgendern
1808,keine rechtsradikalen inhalte bezüge darauf sind erlaubt wenn die aussage insgesamt im einklang mit diesen regeln steht keine wiederholung von falschaussagen auf deren unrichtigkeit derdie nutzende bereits hingewiesen wurde
1809,keine handlungen die der technischen sicherheit dieser instanz schaden
1810,alle automatisierten accounts werden nur durch die moderation genehmigt
1811,inhalte auf der lokalen timeline müssen mit einer inhaltswarnung verdeckt sein wenn es sich um jugendgefährdende medien gemäß deutschem jugendschutzgesetz handelt darstellung von roher gewalt erotik und pornografie anreize zu verbrechen usw
1812,sei positiv verbreite liebe be positive spread love
1813,serversprachen sind deutsch und englisch alle anderssprachigen beiträgeaccounts werden gelöscht only german and english are allowed contentaccounts in other languages will be deleted
1814,rassismus sexismus antisemitismus ableismus transphobie und homophobie sind keine meinung dies gilt für text und alle medien racism sexism antisemitism ableism transphobia and homophobia are no opinion this applies for all text and media
1815,medien mit sensiblen oder expliziten inhalten sind als solche bei erstellung zu markieren sensitive and explicit media must be marked as sensitive
1816,keine anstiftung zur gewalt oder verherrlichung von gewalttätigen ideologien no incitement of violence or promotion of violent ideologies
1817,keine inhalte die in deutschland illegal sind no content illegal in germany
1818,kein absichtliches teilen von falsch oder irreführenden informationen do not share intentionally false or misleading information
1819,keine beleidigung kein dogpilling kein doxing no harassment dogpiling or doxxing of other users
1820,nein heißt nein wenn user eine diskussion oder einen kontakt nicht wünschen ist das zu respektieren no means no if users do not want a discussion or a contact this must be respected
1821,accounts die lediglich werbung undoder spam verbreiten sind nicht gewünscht und werden gelöscht accounts that only spread advertising andor spam are not allowed and will be deleted
1822,sexually explicit or violent media must be marked as sensitive when posting
1823,no racism sexism homophobia transphobia xenophobia or casteism
1824,no incitement of violence or promotion of violent ideologies
1825,no harassment dogpiling or doxxing of other users
1826,no advocating for cryptocurrencies of any sort
1827,no ableist language or rhetoric that discriminates against individuals or groups based on disability
1828,no suicide baiting
1829,não é permitida a publicação de conteúdo ilegal ou ainda sem definição legal concreta
1830,não é permitida pornografia infantil
1831,não é permitido conteúdo que fetichiza menores de idade inclusive lolicon shotacon etc
1832,não é permitida apologia ao nazismo ou ao fascismo
1833,não é permitido discurso de ódio eou inflamatório
1834,não são permitidos comportamentos e discursos racistas sexistas homofóbicos transfóbicos capacitistas xenofóbicos islamofóbicos gordofóbicos
1835,não são permitidas ameaças de violência ou linguagem violenta direcionada a outras pessoas
1836,não é permitida apologia a toda e qualquer forma de opressão exploração e humilhação entre seres humanos
1837,não é permitida xenofobia eou nacionalismo extremista
1838,não são permitidos racismo misoginia misandria homofobia transfobia e todo tipo de discurso de ódio
1839,não é permitida desinformação intencional
1840,não é permitida publicação ou ameaça de publicação de conteúdo privado
1841,não é permitido doxing publicar informações pessoais identificáveis alheias
1842,não é permitida a publicação de conversas privadas tais como mensagens diretas sem o consentimento das outras partes
1843,não são permitidas atitudes invasivas eou intimidadoras
1844,não é permitido fazer comentários ou perguntas invasivos tais como qual é o seu nome de registro ou insistir em saber a localização de alguém
1845,não é permitido insistir em continuar uma conversa após a outra parte expressamente pedir para que ela se encerre assédio
1846,não é permitida atenção sexual indesejada isso inclui piadas ou comentários sexuais e avanços sexuais indesejados assédio sexual
1847,não é permitida a intimidação deliberada stalking
1848,não é permitida a representação falsa
1849,não é permitido criar contas para se passar por celebridades marcas ou outra pessoa falsidade ideológica
1850,não é permitido criar contas paródia ou contas de fã que não estejam explicitamente sinalizadas
1851,respeite os outros
1852,divirtase
1853,no harassment or block evading respect other users privacy and ability to curate their own experience online
1854,no hate speech aggressive nationalism or right wing sympathies of any kind this includes racism sexism mysoginy homophobia transphobia antisemitism casteism sinophobia white supremacy corporatepolice bootlicking or fascism
1855,use content warnings on your sensitive posts some examples of cws politicspol nsfwlewdkink fooddietweight physical mental healthph mh weaponsviolencedeath eye contactec all caps emoji spamscreen reader inaccessible
1856,do not demand cws from other users block and report if you have to but do not try to police someone elses experience if its a genuine problem it will fall to the mods
1857,no inappropriate sexual or otherwise behavior towards or from individuals under the age of 18 all lewdness must be between consenting adults
1858,no brands blockchain web3 cryptocurrency nfts or ai generated content we are people here not companies showing and even selling your own work is okay as long as youre not just advertising
1859,you are solely responsible for the consequences of anything you post be it on here or in the real world the final decision on if something violates the server rules will be at the discretion of the mods
1860,good spam is ok knzk
1861,keine gruppenbezogene menschenfeindlichkeit zb rassismus sexismus homophobie transphobie oder xenophobie
1862,stalking mobbing doxxing belästigung misgendern oder deadnaming dulden wir nicht
1863,das verbreiten von verschwörungsmythen nazipropaganda oder inhalten die in deutschland illegal sind führt ebenso zum ausschluss aus dieser instanz
1864,es gelten unsere globalen nutzungsbedingungen httpswwwsystemliorgtos
1865,no illegal inappropriate or unsafe content
1866,be respectful civil and welcoming
1867,do not misuse or spam
1868,do not publish personal information
1869,no racism sexism homophobia and transphobia
1870,nsfw content including nudity is permitted so long as its marked as sensitive and behind a content warning
1871,wir dulden kein diskriminierendes verhalten und keine inhalte die die benachteiligung oder unterdrückung von mitgliedern von marginalisierten gruppen fördern oder befürworten
1872,keine bedrohungen weder hass noch hetze stalking oder doxxing
1873,keine belästigung anderer einschließlich des organisierten vorgehens in gruppen oder jede form der kontaktaufnahme mit nutzerinnen die deutlich gemacht haben dass sie nicht kontaktiert werden möchten
1874,kein mobbing das schließt beschimpfungen absichtliches misgendern oder deadnaming ein
1875,keinen sexismus und antifeminismus
1876,keine nationalistische propaganda und keinen antisemitismus
1877,keine verbreitung von verschwörungsideologien
1878,tröts auf der lokalen timeline brauchen cws inhaltswarnungen für gewalt sex tod und krankheit das sind nur die kategorien eine cw könnte also zb gewalt gegendemo leipzig sein siehe die erläuterung auf der überseite
1879,tröts auf der lokalen timeline benötigen bildbeschreibungen
1880,keine automatisierten accounts außer von der moderation abgenickt das gilt insbesondere für bots crossposter feedposter usw
1881,handlungen die darauf abzielen diese instanz sei es die technik den ruf oder die sicherheit zu schädigen können zur sofortigen sperrung des accounts führen
1882,bitte gebt quellen zu allen inhalten an die nicht eure eigenen werke sind das meinen wir ernst
1883,bitte zitiert nicht großflächig aus urheberrechtlich geschützten artikeln das kann uns in rechtliche schwierigkeiten bringen als zitate in dem sinne gelten auch lange artikelscreenshots
1884,andere nutzerinnen der instanz zu screenshotten damit heimlich übereinander zu lästern und dergleichen mehr ist extrem toxischer twitterstil den wir hier nicht wollen
1885,keine regel aber ein rat zu eurer eigenen sicherheit schaltet in euren webeinstellungen unter konto die zweifaktorauthentisierung 2fa ein wir helfen euch gerne bei der einrichtung
1886,bitte lest unsere vollständigen regeln und das erwartete verhalten unter httpsljssocialabout
1887,auf dieser instanz sind alle nutzenden willkommen egal welcher politischen religiösen oder sexuellen ausrichtung und geschlechtlicher identität
1888,geht freundlich und respektvoll miteinander um auch wenn ihr andere meinung seid
1889,verboten ist die verbreitung und unterstützung gewaltverherrlichender pornographischer rassistischer sexistischer nationalsozialistischer faschistischer antidemokratischer rechtspopulistischer inhumaner fremdenfeindlicher homophober transphober oder extremistischer inhalte
1890,verboten ist die verletzung von persönlichkeitsrechten ebenso wie doxing
1891,verzichtet aus rücksicht auf andere nutzerinnen und nutzer auf bilder mit blut oder anderen körperflüssigkeiten oder nackten menschen wenn es wirklich wichtig ist setzt wenigstens eine aussagekräftige content warning cw
1892,wenn jemand beleidigend diskriminierend oder schlicht nervtötend wird kann dieser account auch ohne ankündigung sanktioniert oder deaktiviert werden
1893,datenschutz fängt bei dir an poste nichts aus deiner tiefsten privat und intimsphäre auch nicht als direktnachricht und hinterlege keine sensiblen daten das ist weder eine hochsicherheitssoftware noch ein zwölffach verschlüsselter server
1894,keine exzessive werbung
1895,auf wuesocial bist du für deine eigenen inhalte verantwortlich missbrauch kannst du mit den reportingtools dieser instanz melden
1896,no illegal or inappropriate material
1897,do not ask about picking locks not owned by you or in use
1898,do not ask for emergency services
1899,mark sensitive content with a content warning
1900,hate speech and abusive or threatening behavior is not permitted specifically that which directed at any gender nationality religion race age pizza topping preference or sexual identity anyone can hate on masterlock all day long here though
1901,spam is not permitted this includes creating spam accounts that only serve to provide profile links or advertise products and services
1902,sexually explicit or violent media must be marked as sensitive
1903,no racism sexism homophobia transphobia xenophobia or casteism
1904,no incitement of violence or promotion of violent ideologies
1905,no harassment dogpiling or doxxing of other users
1906,no content that is illegal under us law
1907,no intentionally false or misleading information
1908,be gentle and considerate
1909,no activities illegal in the netherlands
1910,dont toot disinformation or adds
1911,vi beter oss på det sätt vi förväntar oss att andra ska bete sig
1912,omotiverad och överdriven användning av svordomar tolereras inte
1913,undvik att länka till olagligt innehåll givetvis
1914,posta inte bara länkar till artiklar utan att också förklara varför och vad den handlar om med andra ord undvik att spamma
1915,hat eller andra former av skriverier som avser någons kön sexualitet ålder tolereras inte
1916,även om det saknas en regel innebär det inte automatiskt att ickeförbjudet beteende accepteras
1917,sist men inte minst innan du ansöker om medlemskap här på swecyb ange regler och skriv motivering på svenska
1918,this community is for 3d printing and related items feel free to discuss other topics personal lives etc
1919,respect all 3dpchat members
1920,no hate speech towards anyone including but not limited to racism antilgbt religion social gender
1921,politics and health related information can be discussed but attacks or misinformation will be removed
1922,no violence no racism no homophobia no trasnsphobia safe space lgtbqia no religious extremism no colonialism no white supremacy
1923,do not share intentionally false or misleading information
1924,avoid uploading videos directly in this instance use peertube or odysee and share the link here this helps us keep the instance active and saves us a lot of storage space
1925,do not lart users for no apparent reason
1926,code of conduct employees using the internet archive mastodon server are expected to follow the code of conduct provided by internet archive human resources
1927,dont act like an asshole and routinely make other peoples experiencesor livesworse almost all of the restrictions on how you can use this mastodon instance are just moreexplicit versions of this basic guideline treat others with basic civility and try to contribute in good faith
1928,do not maliciously impersonate someone elses identity real world or online
1929,do not maliciously attempt to counteract other users attempts to delete or edit their content such as by deliberately reposting content they want to be deleted
1930,do not incite or encourage harm against people including by posting hate speech or threats this includes content that is racist antisemitic sexist homophobic or transphobic
1931,do not post anyones sensitive personal information related to either their real world or online identity with malicious intent
1932,do not post nsfw content of any kind
1933,citlivý obsah všeobecný fotografie a média zobrazující mrtvé osoby či zvířata utrpení lidí či zvířat explicitní násilí na lidech či zvířatech nebo pornografický obsah musí být označené jako citlivý obsah cw
1934,citlivý obsah komerční komerční sdělení musí být označeno jako citlivý obsah cw a to zejména pokud obsahuje erotický obsah označení erotiky nebo nahoty bez komerčního sdělení za citlivý obsah je pouze doporučené
1935,netiquette je povinné dodržovat netiketu a zásady nekonfliktní mezilidské komunikace je zakázáno jiným uživatelům vyhrožovat vydírat je nebo je jiným způsobem obtěžovat rovněž je zakázáno k těmto činům nabádat ostatní uživatele
1936,zákaz hate speech a propagace totality je zakázáno kohokoli urážet na základě pohlaví rasy barvy pleti jazyka víry náboženství či sexuální orientace je zakázána jakákoli podpora hnutí či politických stran směřujících k potlačení práv a svobod člověka
1937,zakázaná témata je zakázáno schvalovat trestné činy nebo k nim ostatní uživatele nabádat je zakázána podpora a propagace terorismu je zakázáno popírat zpochybňovat schvalovat či ospravedlňovat holocaust genocidy a válečné zločiny
1938,přímé zasílání obsahu jiné osobě bez předchozího výslovného souhlasu je zakázáno přímé zasílání nevyžádaných komerčních nabídek či erotického nebo pornografického obsahu jiné osobě
1939,citlivý obsah dezinformace pokud si nejste zcela jisti zda obsah který šíříte náhodou nemůže být označen jako dezinformace označte ho raději předem jako citlivý obsah cw jinak může být smazán
1940,be excellent to one another
1941,nazi punks fuck off no racism sexism homophobia transphobia xenophobia islamophobia or antisemitism
1942,political toots are welcome under a content warningcw political boosts are also allowed because they do not appear in the local feed
1943,18 years and older please adults only means adults can talk freely
1944,r rated nsfw content must be behind a content warning cw x rated content on a different server
1945,avatarsuser images must be pg rated no nudity or violence
1946,no incitement of violence or promotion of violent ideologies
1947,no content illegal in the us or eu
1948,do not share intentionally false or misleading information
1949,no harassment dogpiling or doxxing of any mastodon users
1950,no impersonation of other individuals public figures or organizations unless marked as a parody in the user handle and bio
1951,la loi française sapplique à ce serveur et la modération sera effectuée conformément à la législation en vigueur mais ira encore plus loin sans tolérer aucune forme dintolérance
1952,adressezvous aux personnes avec respect et politesse si une personne vous demande darrêter quelconque interaction mention discussion etc arrêtez immédiatement autrement cela pourra être considéré comme du harcèlement
1953,est interdit de recueillir publier etou diffuser les informations personnelles dune autre personne sans son consentement explicite
1954,sont interdits les propos images ou vidéos à caractère calomnieux outrancier outrageux diffamatoire injurieux raciste sexiste homophobe transphobe nudité pornographie incitant à la violence ou la discrimination ces contenus feront lobjet dun signalement immédiat
1955,sont interdits tous propos incitant la perpétration dun crime ou dune infraction et à propager des actes malveillants
1956,sont interdits conformément aux lois françaises et à la jurisprudence les contenus pédopornographiques y compris sous forme dessinée ils seront supprimés et les comptes impliqués supprimés si local ou bloqués si distants
1957,sont interdites les avances ou demandes à caractères sexuels nonsollicitées
1958,est interdit toute publicité répétéespam etou intrusive mentionnant dautres utilisateursices ne rejoignez pas linstance dans un simple but promotionnel
1959,en fonction de la gravité des faits un certain nombre de réactions sont possibles allant dun simple rappel à lordre jusquau bannissement de lutilisateurice fautifve
1960,
1961,
1962,
1963,
1964,
1965,
1966,
1967,
1968,treści publikowane na tym serwerze muszą być zgodne z polskim prawem oraz prawem unii europejskiej
1969,nie publikuj treści rasistowskich seksistowskich homofobicznych transfobicznych lub w inny sposób dyskryminujących nie promuj antysemityzmu faszyzmu komunizmu ani innych ideologii totalitarnych nie uprawiaj indoktrynacji religijnej
1970,nie zamieszczaj spamu posty które są wyłącznie linkiem ilub zawierają nadmierną ilość hashtagów możemy potraktować jako spam podobnie jak każdą nadmiernie komercyjną autopromocję
1971,reklamy są dopuszczalne ale nie moga stanowić dominującej zawartości postów i muszą być oznaczone tagiem reklama
1972,nie pisz w językach innych niż polski lub angielski inne nadmiernie utrudnią moderację
1973,konto które jest używane do publikowania automatycznie generowanych wiadomości w tym crosspostingu musi być oznaczone na profilu jako bot
1974,konta które nie zostały po założeniu użyte użycie wypełnienie informacji w profilu lub opublikowanie publicznego postu mogą zostać po 30 dniach usunięte
1975,posty na tematy kontrowersyjne oraz treści dla dorosłych muszą zawierać ostrzeżenie o treści w postaci tagu nsfw not safe for work
1976,pamiętaj że admin tej instancji zajmuje się nią w swoim wolnym czasie kilkakilkanaście godzin na odpowiedź czy aktywację konta to jest normalna rzecz
1977,zachowuj się wobec innych przyzwoicie
1978,we do not tolerate discriminatory behaviour and content promoting or advocating the oppression of members of marginalised groups
1979,be excellent to each other
1980,we do not tolerate threatening behaviour stalking and doxxing
1981,we do not tolerate harassment including brigading dogpiling or any other form of contact with a user who has stated that they do not wish to be contacted
1982,we do not tolerate mobbing including namecalling intentional misgendering or deadnaming
1983,we do not tolerate violent nationalist propaganda nazi symbolism or promoting the ideology of national socialism
1984,we do not tolerate conspiracy narratives or other reactionary myths supporting or leading to the abovementioned andor similar behavior
1985,actions intended to damage this instance or its performance may lead to immediate account suspension
1986,content that is illegal in germany will be deleted and may lead to immediate account suspension
1987,be aware that misbehaviour on this instance may lead to removal from other geraffel services including bar and threema groups
1988,the general dias social media policy applies
1989,the general dias acceptable usage policy applies
1990,this instance is reserved to dias pastcurrentfuture members
1991,sexually explicit or violent media must be marked as sensitive when posting
1992,no racism sexism homophobia transphobia xenophobia ableism or casteism
1993,no incitement of violence or promotion of violent ideologies
1994,no harassment dogpiling or doxxing of other users
1995,no content illegal in germany
1996,no content in languages other than english or german
1997,たのしく使ってね
1998,respect other users and their backgrounds harassment hateful speech transphobic racist fascist joke about suicide or self harm arent welcome
1999,dont share anyones personal information without their consent and delete content about a person should they ask
2000,if you misbehave somewhere else we reserve the right to sanction you locally
2001,dont spam avoid shitposting too much on public timeline
2002,tag content appropriately nsfw content must be tagged and not on public timelines
2003,best effort add source and descriptions to medias its not that hard and fast to do once you get used to if you need examples look at miaourts posts they usually do it
2004,ласкаво просимо до українських локальних серверів mastodon
2005,ми адміністратори українських локальних серверів mastodon як частини httpsdcommnetua є прихильниками вільних дискусій свободи слова прав людини та взаємоповаги
2006,адміни залишають за собою право блокувати користувачів з країниагресора
2007,спілкування українською та англійською мовами вітається й заохочується
2008,не допускається заперечення російської агресії проти україни воєнних злочинів росії тимчасової окупації криму донецької луганської та інших областей україни
2009,не допускаються погрози та мова ненависті на адресу інших користувачів
2010,поширення російської дезінформації та кремлівських наративів є підставою для блокування
2011,якщо ви помітили порушення правил цього сервера будь ласка повідомте про це адміністратора або ж пишіть на mastodonequalitieorg
2012,bot accounts must clearly indicate that they are bot accounts prefer followeronly posts and limit public posts to a handful a day to avoid spamming the local timeline
2013,mark media as sensitive when appropriate if it would be censored on tv it should be censored on here
2014,you can state controversial opinions but maintain proper decorum
2015,dont be creepy or threatening
2016,if you can go to prison for it dont post it
2017,we generally dont use blocks you are welcome to use them however
2018,we read reports and will remove content that violates these rules
2019,if a user doesnt want to take a conversation further be civil and respect that
2020,this servers focus is to discuss topics related to assistive technology or technology in general
2021,your posts should be about your own lived experiences and telling us what you do rather than criticising others for what they do or who you think they are
2022,demonstrate empathy and kindness toward other people
2023,be respectful of differing opinions viewpoints and experiences
2024,accept responsibility and apologise to those affected by our mistakes and learn from the experience
2025,yes comedy is legal but see the other rules
2026,
2027,
2028,
2029,
2030,
2031,
2032,
2033,
2034,shared humanity we prioritize humanity in our digital communications and refuse to diminish our human interactions by making our online exchanges purely transactional
2035,information integrity we take measures to ensure we are sharing and promoting information that has value from reliable verifiable sources
2036,conscious engagement we recognize that our words and actions in digital spaces can have an emotional intellectual spiritual and physical impact on ourselves and other people and we remain conscious of our choices in all our online engagements
2037,humble expertise we offer our expertise with humility and understand that we cant teach if we dont respect the intellect and autonomy of even those with whom we disagree
2038,proactive pluralism we proactively reach out to and include those who are different from us in our online community so that our online community can benefit from diverse ideas and opinions
2039,personal accountability we refuse to blame others for our mistakes and publicly correct ourselves when we share bad information mislead others even unintentionally and when we fail to live up to our own standards of engagement
2040,selfcontrol we understand the need to pause and reflect before responding in online spaces
2041,assertive selfcare we understand that how we treat ourselves is how we will treat others we limit our use of digital media when it interferes with our effectiveness online or offline
2042,courageous determination we recognize that hate and vitriol in online spaces will inevitably be directed toward us when we lead in online spaces but we remain committed to building community and promoting healthy communication even in the face of others cruelty and antagonism
2043,this corner of the fediverse is inclusive and affirming to members of marginalized individuals and communities to be specific racism sexism homophobia transphobia classism antisemitism islamophobia ableism and fatphobia are simply not allowed
2044,you are only permitted to post nonactionable parody every post on wormhorse is to be considered as such
2045,follow the spirit of the silicon valley curling club code of conduct httpssiliconvalleycurlingcomwpcontentuploads202210coc2022pdf
2046,follow the spirit of curling
2047,be respectful
2048,be inclusive
2049,be careful in the words that you choose
2050,be friendly and patient
2051,no content that is illegal in the united states
2052,sexually explicit or violent media must be marked as sensitive when posting
2053,no racism sexism homophobia transphobia xenophobia or casteism
2054,no incitement of violence or promotion of violent ideologies
2055,no harassment dogpiling or doxxing of other users
2056,no content illegal in finland
2057,do not share intentionally false or misleading information
2058,no body shaming
2059,no dog whistles
2060,be friendly its a social space for people with a shared interest in recommender systems
2061,safe space for neurodivergence adhd autism etc no ableism
2062,safe space for lgtbqia no homophobia or transphobia
2063,no racism white supremacy nationalism fascism religious extremism or violence
2064,no cryptocurrency blockchain nfts web3 etc
2065,no hate and try to be respectful lets not turn this into a friday late show at the club
2066,post about what you want this doesnt have to be comedy only but its for people with a sense of humour
2067,invite anyone you want if you think theyll fit in we need asses in seats here
2068,this is for comedians and comedy fans to come together so lets not take ourselves too seriously
2069,context and intent context and intent context and intent did we mention context and intent
2070,do not askbeg for roles they are assigned manually by the moderators when they see fit
2071,please keep on topic there is lenience but dont push it
2072,dont argue with mods they have final say in everything
2073,dont be a dick seriously its not that difficult
2074,日本国の法律および利用規約を遵守してください
2075,児童への安全性とプライバシー保護の観点から13歳未満の方は利用できません
2076,センシティブなコンテンツをローカルタイムラインに投稿する際はcwnsfwタグを必ず使用してください
2077,
2078,
2079,
2080,
2081,
2082,keine rassistische sexistische homophobe transphobe beeinträchtigtenfeindliche und anderweitig diskriminierende oder hasserfüllte sprache
2083,kein belästigung einzelner personen durch ungewünschte kontaktaufnahme stalking oder doxing
2084,keine verbreitung von inhalten die in der bundesrepublik deutschland gegen geltendes recht verstoßen
2085,kein verbreiten von verschwörungserzählungen
2086,nicht jugendfreie beiträge müssen als solche gekennzeichnet werden
2087,profilbilder und banner die nicht jugendfrei sind werden nicht toleriert
2088,werbung muss als solche gekennzeichnet sein übermäßige oder automatisierte werbung wird nicht toleriert
2089,botaccounts also nutzerkonten die größtenteils automatisierte inhalte erstellen müssen als solche gekennzeichnet sein dürfen nicht auf der lokalen timeline posten und dürfen nur mit nutzerinnen interagieren wenn sie dazu eingeladen worden sind
2090,nicht als jemand anderes ausgeben verwechslungsgefahr
2091,plushies only please a plushie is a stuffed animal character with a personality usually given to it by its human
2092,be nice to each other keep it wholesome for everyone follow the code of conduct as provided below
2093,no advertisements no sexually explicit or violent content
2094,do not toot in languages other than english or german which makes moderation prohibitively difficult
2095,verbreite keine illegalen inhalte das internet ist kein rechtsfreier raum
2096,verbreite absichtlich keine falschen oder irreführenden informationen
2097,bleib in diskussionen immer sachlich und höflich
2098,es ist in ordnung über negatives zu reden solange man damit niemanden angreift
2099,verletzender sarkasmus oder zynismus vergiftet das gesprächsklima
2100,kein rassismus sexismus homophobie transphobie fremdenfeindlichkeit oder kastendenken
2101,wir stellen ausschließlich für mitglieder des vereins österreichischer betrieblicher und behördlicher datenschutzbeauftragter ein konto auf unserer instanz bereit
2102,we are committed to providing a friendly safe welcoming environment for all regardless of level of experience gender identity and expression sexual orientation disability personal appearance body size race ethnicity age religion nationality or other similar characteristic
2103,be kind and courteous first
2104,avoid using dismissive language or tone about groups or people including identities disabilities or ableism
2105,respect that people have differences of opinion
2106,we will ban you if you insult demean or harass anyone outside of a friendly context in particular we dont tolerate behavior that excludes folks in socially marginalized groups
2107,please avoid using overtly sexual nicknames and messages that might detract from a friendly safe welcoming environment for all
2108,no matter who you are if you feel you have been harassed or made uncomfortable by a community member please contact carbontwelve or fimion immediately whether youre a regular or a newcomer we care about making this community a safe place for you
2109,all discussions welcome but primarily for qa and test engineers sponsored and hosted by httpsscreenshotbotio
2110,sexually explicit or violent media must be marked as sensitive when posting
2111,no spam or advertising
2112,no racism sexism homophobia transphobia xenophobia or casteism
2113,no incitement of violence or promotion of violent ideologies
2114,no harassment dogpiling or doxxing of other users
2115,no illegal content
2116,do not share intentionally false or misleading information
2117,be kind
2118,no harassment or discrimination against vulnerable groups
2119,no spam or phishing
2120,nsfw explicit content ok just use warnings
2121,no child sexual content of any kind
2122,dont make us make more rules
2123,write to be understood ask questions to learn
2124,nazi punks fuck off
2125,if you post someone elses art say what you like about it
2126,say fuck all you want but if you use a slur that diminishes someone elses personhood see rule 2
2127,credit artists
2128,sexually explicit or violent media must be marked as sensitive when posting
2129,no spam or advertising
2130,no racism sexism homophobia transphobia xenophobia or casteism
2131,no incitement of violence or promotion of violent ideologies
2132,no harassment dogpiling or doxxing of other users
2133,no illegal content
2134,absolutely no posting of porn pictures all images will be removed and the user will be blocked
2135,鯖内ミュートブロック全然ok
2136,住民同士他鯖民とのいさかいにモデレータは関与しない
2137,無修正画像きらいだから即ban
2138,エロ画も即ban全年齢向けイラストのみok
2139,未成年淫行をはじめとした常識的に考えてヤバすぎる住民は当然ながらban
2140,24時間対応は基本無理管理者は忙しい
2141,no racism sexism homophobia transphobia xenophobia or casteism
2142,no content illegal in the united states
2143,no harassment
2144,nsfw media must be marked as sensitive
2145,no violent rhetoric or endorsement of violence
2146,geht respektvoll miteinander um wir dulden keine hetze oder beleidigende inhalte
2147,diskutiert stets sachlich fair und konstruktiv
2148,gegen aktuelle gesetze verstoßende inhalte sind verboten
2149,wir behalten uns vor nachweislich falsche informationen zu löschen
2150,100 18 only we apply a zero tolerance approach to any illegal or underage content
2151,when posting erotic content please post only the link to your work where people can find and read it we will not allow posting stories as threaded posts
2152,flag your posts as applicable use sensitive media warnings and content warnings when making posts no full nudity allowed in profile avatars
2153,respect others privacy
2154,no hate speech
2155,be a part of the community this instance is a place for you to be part of our erotica community do not just constantly post to your work without being involved in our community
2156,no spam
2157,an account on handmadesocial is not a replacement for your personal account but an additional account specifically for your handmade business you should maintain a personal account on a separate instance
2158,please use the name of your handmade shop or business as your username
2159,this instance requires the why do you want to join field to be filled when requesting registration please include a link to your shop or website
2160,please familiarize yourselves with the server terms at httpshandmadesocialabout
2161,by signing up for an account you acknowledge you have read these rules and the server terms and agree to abide by them
2162,while the server is always free for you to use there are hosting expenses for the server that must be paid please consider donating 1mo towards the hosting expenses for the server donations can be made at httpsbuymeacoffeecomhandmadesocial
2163,no hate speech or bigotry including but not limited to racism antisemitism homophobia and transphobia
2164,no doxxing stalking or harassment of others on this or other servers
2165,no illegal activities or discussion of illegal activities are allowed on this server
2166,no incitement of violence or promotion of violent activities
2167,no spamming or other misuse of system or network resources
2168,use content warningsnsfw markers when appropriate
2169,hate speech discrimination sexism homophobia misgendering deadnaming or promotion of socalled conversion therapy is prohibited
2170,no oppressive language or actions
2171,no harassmentstalking
2172,no gore or graphic violence
2173,respect peoples pronouns
2174,no automated spam friendly bots ok
2175,no doxxing
2176,no begging for money giving people the option to donate is totally fine
2177,nsfw content including nudity is permitted so long as its marked as sensitive and behind a content warning
2178,no sexual depictions of children including computer generated
2179,accounts created solely for the purpose of posting nsfw content are not permitted
2180,be nice
2181,no members under the age of 18
2182,personal accounts only no businesses or organisations exceptions for directly furry businessesorganisations eg artists fursuit makers conventions
2183,no bots
2184,no advertising sponsored content or spamming exceptions for firstparty directly furry advertising eg art but dont spam
2185,no gore
2186,no illegal content
2187,no raffles that require boostingfollowing to enter
2188,explicit or violent media must be marked as sensitive when posting
2189,no racism sexism homophobia transphobia xenophobia or casteism
2190,no incitement of violence or promotion of violent ideologies
2191,no harassment dogpiling or doxxing of other users
2192,do not share intentionally false or misleading information
2193,be a good human
2194,posting content should generally not exceed a pg13 threshold please use nsfw for things you wouldnt want kids or your boss to see do not block moderators to avoid being moderated
2195,no racism sexism homophobia transphobia xenophobia or casteism
2196,no incitement of violence or promotion of violent ideologies
2197,no harassment dogpiling or doxxing of other users
2198,no content illegal in canada
2199,do not share false or misleading information that may lead to physical harm
2200,agree to the terms of service and code of conduct
2201,avoid boosting content from other servers that violates our rules even if it doesnt violate the source servers rules reports for offserver content that violates our rules will result in those users being set to limited and in extreme cases defederation with that server
2202,httpswwwyoutubecomwatchvrph_1dodxdu
2203,ponašajte se prema ljudima ljubazno
2204,nema rasizma ksenofobije seksizma diskriminacije nacista
2205,pokušajte se ne svađati s drugim članovima
2206,prijavite loše ili sumnjive aktivnosti ️
2207,koristite gumb za blokiranje kada je potrebno
2208,koristite značajke upozorenja na sadržaj cw kada objavljujete seksualne eksplicitne i slične teme
2209,dobro razmislite prije dijeljenja osobnih podataka
2210,bez robota
2211,budite puni poštovanja i susretljivi prema drugima
2212,you need to be 13 years old or older to use this service
2213,use common sense please
2214,be nice do not harass people do not stalk or impersonate anyone
2215,use content warnings do not post sensitive content especially sexual without appropriate content filters and nsfw settings
2216,moderators can limit your account or remove content if they rule that you are in violation of these rules or the spirit of these rules
2217,german laws for legalillegal content apply
2218,subject to change these rules will be updated in the future be sure to check them regularly
2219,do not post illegal things
2220,no racism homophobia transphobia allowed
2221,dont be a dick
2222,no nazis on this server that includes republicans
2223,generally be excellent to each other
2224,we do not tolerate harrassment stalking and doxxing
2225,we do not tolerate racism sexism verbal abuse discrimination against gender and sexual minorities or the advocation of any of these
