,instance,rule,preprocessed rules,lang
1281,snake.club,"Be kind and respectful of others. This includes respecting things like pronouns, using content warnings as appropriate, etc.",be kind and respectful of others this includes respecting things like pronouns using content warnings as appropriate etc,English
1282,snake.club,Don't post anything illegal (duh).,dont post anything illegal duh,English
1283,snake.club,Don't post anything designed to shock or disgust people.,dont post anything designed to shock or disgust people,English
1284,snake.club,This is not a NSFW server. I don't particularly care about the occasional not-quite-SFW post. I'm not puritan. But just don't make your account all about NSFW content. That's all!,this is not a nsfw server i dont particularly care about the occasional notquitesfw post im not puritan but just dont make your account all about nsfw content thats all,English
1285,snake.club,"Disagreement is fine, other opinions are welcome. Keep your discussion and disagreement civil and try to avoid ad hominems. If you venture into areas of denying other people's human rights, you'll find that you'll lose your rights to post here pretty darn quickly.",disagreement is fine other opinions are welcome keep your discussion and disagreement civil and try to avoid ad hominems if you venture into areas of denying other peoples human rights youll find that youll lose your rights to post here pretty darn quickly,English
1286,snake.club,"No threats of violence, etc.",no threats of violence etc,English
1287,snake.club,"I'll do my best to use a three-strike system and reach out regarding moderation decisions. But at the end of the day, this is not Elon's ""public square"". I don't owe you free speech. You can host your own Mastodon server if you want. I can, and will, make any moderation decision I feel is necessary.",ill do my best to use a threestrike system and reach out regarding moderation decisions but at the end of the day this is not elons public square i dont owe you free speech you can host your own mastodon server if you want i can and will make any moderation decision i feel is necessary,English
1288,toot.earth,"Content must not contain violence, exclusionary language or insults.",content must not contain violence exclusionary language or insults,non-Englsih
1289,toot.earth,"Respect others, and respect yourself. If someone doesn't want to engage with you, leave them alone.",respect others and respect yourself if someone doesnt want to engage with you leave them alone,English
1290,toot.earth,"This is a safe place. There is zero tolerance for offensive remarks related to gender, sexual orientation, appearance, race and religion. The same goes for abusive behavior.",this is a safe place there is zero tolerance for offensive remarks related to gender sexual orientation appearance race and religion the same goes for abusive behavior,English
1291,toot.earth,"You are beautiful, and everyone else here is beautiful, too.",you are beautiful and everyone else here is beautiful too,English
1292,zeal.center,"We will treat others as each of us would like to be treated, or better.",we will treat others as each of us would like to be treated or better,English
1293,zeal.center,"When we disagree, we will do so without being disagreeable",when we disagree we will do so without being disagreeable,non-Englsih
1294,zeal.center,We will not post lewd images or videos to the public local timeline.,we will not post lewd images or videos to the public local timeline,English
1295,zeal.center,"These behaviors will not be tolerated in our instance:
- Scams
- Harassment
- Adult content that includes underage people
- Racism
- Misogyny
- Xenophobia
- Homophobia
- Transphobia",these behaviors will not be tolerated in our instance scams harassment adult content that includes underage people racism misogyny xenophobia homophobia transphobia,English
1296,robot.rodeo,Follow the Code of Conduct.,follow the code of conduct,English
1297,robot.rodeo,Be patient and kind.,be patient and kind,English
1298,robot.rodeo,Be inclusive.,be inclusive,English
1299,robot.rodeo,Be considerate.,be considerate,non-Englsih
1300,robot.rodeo,Be respectful.,be respectful,English
1301,robot.rodeo,Choose your words carefully.,choose your words carefully,English
1302,robot.rodeo,Do not harass others.,do not harass others,English
1303,mastodon.retr0.party,Don't be an asshole. ,dont be an asshole,English
1312,adforward.org,"Keep conversation civil and respectful. Disagreement and constructive criticism are healthy , but bashing and flaming will not be tolerated. ",keep conversation civil and respectful disagreement and constructive criticism are healthy but bashing and flaming will not be tolerated,English
1313,social.asraelvudogel.de,Bau keine Scheiße,bau keine scheiße,non-Englsih
1314,social.asraelvudogel.de,"Jegliche Formen des Rassismus, Sexismus, Antisemitismus und sonstigen rechten und rückständigen Gedankengut sind verboten und werden gelöscht.",jegliche formen des rassismus sexismus antisemitismus und sonstigen rechten und rückständigen gedankengut sind verboten und werden gelöscht,non-Englsih
1315,social.asraelvudogel.de,inklusive Sprache ist sehr erwünscht,inklusive sprache ist sehr erwünscht,non-Englsih
1316,sre.masto.host,"No spam, no abusive behaviour.",no spam no abusive behaviour,English
1317,flipscreen.social,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English
1318,flipscreen.social,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
1319,flipscreen.social,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
1320,flipscreen.social,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
1321,flipscreen.social,No content illegal in the United States of America,no content illegal in the united states of america,English
1322,flipscreen.social,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
1323,museum.community,Sexually explicit or violent media must be marked as sensitive when posting.,sexually explicit or violent media must be marked as sensitive when posting,English
1324,museum.community,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism.",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
1325,museum.community,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English
1326,museum.community,"No harassment, dogpiling or doxxing of other users.",no harassment dogpiling or doxxing of other users,English
1327,museum.community,No content illegal in Germany.,no content illegal in germany,non-Englsih
1328,museum.community,Do not share intentionally false or misleading information.,do not share intentionally false or misleading information,English
1329,museum.community,"We need to be able to moderate. Therefore, we are currently open for people speaking English.",we need to be able to moderate therefore we are currently open for people speaking english,English
1330,mastodon.theshowshow.tv,"Impersonation is strictly forbidden. Anyone caught impersonating may face account termination. Impersonation does not necessarily mean a specific person. It can also mean using misleading usernames (E.g., containing ""admin"").",impersonation is strictly forbidden anyone caught impersonating may face account termination impersonation does not necessarily mean a specific person it can also mean using misleading usernames eg containing admin,English
1331,mastodon.theshowshow.tv,"Keep it friendly. We all have good days, and we all have bad days. Some of us are wicked video producers with tons of experience, and others are brand new to the content creator game. This is a place where no matter how your day is going, you'll treat other people with respect.",keep it friendly we all have good days and we all have bad days some of us are wicked video producers with tons of experience and others are brand new to the content creator game this is a place where no matter how your day is going youll treat other people with respect,English
1332,mastodon.theshowshow.tv,Try to be helpful. A big part of this community is about sharing our own experience and knowledge with others. Have you created a tutorial? Publish it here. See a question or struggling creator? Share your knowledge. Let's build a great community together.,try to be helpful a big part of this community is about sharing our own experience and knowledge with others have you created a tutorial publish it here see a question or struggling creator share your knowledge lets build a great community together,English
1333,mastodon.theshowshow.tv,"This server is for content creators. Clearly, the discussion doesn't always have to be about content creation or production, however if you are not a content creator, this is not the server for you. Please read the About page for more details about the focus of this server.",this server is for content creators clearly the discussion doesnt always have to be about content creation or production however if you are not a content creator this is not the server for you please read the about page for more details about the focus of this server,English
1334,mastodon.theshowshow.tv,"On this server, we respect all people. Period. If you disrespect any person or group, or attempt to use our server as a ""platform"" for your own agenda which could be perceived as disrespectful toward any other person or group, your account may be terminated at our moderator's discretion.",on this server we respect all people period if you disrespect any person or group or attempt to use our server as a platform for your own agenda which could be perceived as disrespectful toward any other person or group your account may be terminated at our moderators discretion,English
1335,tallahasseesocial.org,Be cool to each other. No hate speech. No violence. ,be cool to each other no hate speech no violence,English
1336,toot.igniterealtime.org,Behave.,behave,non-Englsih
1337,toot.igniterealtime.org,Imagine that your mother is watching.,imagine that your mother is watching,English
1338,physics.social,"Be nice: Treat each other with respect. No bullying, harassment, violence or personal attacks of any kind.",be nice treat each other with respect no bullying harassment violence or personal attacks of any kind,English
1339,physics.social,"Keep things professional: No offensive, NSFW or illegal content. Don't share personal or confidential information.",keep things professional no offensive nsfw or illegal content dont share personal or confidential information,English
1340,physics.social,"Agree to disagree: No flaming, trolling, spamming or fighting. No offensive language or hate speech.",agree to disagree no flaming trolling spamming or fighting no offensive language or hate speech,English
1341,physics.social,"Be inclusive and welcoming to all: No discrimination, racism, ageism, homophobia, transphobia, fascism, nationalism or religious extremism. Any form of oppression based on protected characteristics will not be tolerated.",be inclusive and welcoming to all no discrimination racism ageism homophobia transphobia fascism nationalism or religious extremism any form of oppression based on protected characteristics will not be tolerated,English
1342,physics.social,"Fair use of the server: No hacking, macros, exploits, abuse, DDoSing or excessive use.",fair use of the server no hacking macros exploits abuse ddosing or excessive use,English
1343,physics.social,Have fun! Enjoy tooting on Mastodon and connecting with fellow physicists in the Fediverse.,have fun enjoy tooting on mastodon and connecting with fellow physicists in the fediverse,English
1344,mastodon.roundpond.net,"""High performance, high love, low bro, no hate, no ads, $0/mo."" It's more of a tag line than a rule. I'll add rules as necessary.",high performance high love low bro no hate no ads 0mo its more of a tag line than a rule ill add rules as necessary,English
1345,mastodon.roundpond.net,OK first rule! Don't post or do anything that gets other admins to filter/ban this server. That would make this admin instantly cranky.,ok first rule dont post or do anything that gets other admins to filterban this server that would make this admin instantly cranky,English
1346,social.rootaccess.org,Have fun and dont be a jerk.,have fun and dont be a jerk,non-Englsih
1347,writeout.ink,Confront & destroy bigotry in yourself and others. Be an accomplice to marginalized folks.,confront destroy bigotry in yourself and others be an accomplice to marginalized folks,English
1348,writeout.ink,"Writing is political. Shaming others for ""politicizing"" writing and critique will earn you a ban.",writing is political shaming others for politicizing writing and critique will earn you a ban,English
1349,writeout.ink,Engage thoughtfully. Make sure your interactions are welcomed and consensual.,engage thoughtfully make sure your interactions are welcomed and consensual,English
1350,writeout.ink,Commit to being truthful. Conspiracy theories and lies are not allowed. Promoting scams on- or off-site is grounds for a ban.,commit to being truthful conspiracy theories and lies are not allowed promoting scams on or offsite is grounds for a ban,English
1351,writeout.ink,"Aim for accessibility. Describe media if you can, ask for help if you can't, and warn for sensitive content and undescribed media.",aim for accessibility describe media if you can ask for help if you cant and warn for sensitive content and undescribed media,English
1352,writeout.ink,Child sexual abuse is not entertainment. We are open to most kinds of content but not to media depicting minors in sexually gratifying ways.,child sexual abuse is not entertainment we are open to most kinds of content but not to media depicting minors in sexually gratifying ways,English
1353,writeout.ink,"For more detail, refer to the full Code of Conduct: https://wiki.writeout.ink/instance/coc",for more detail refer to the full code of conduct httpswikiwriteoutinkinstancecoc,English
1354,labyrinth.social,"Review the entire Code of Conduct before using labyrinth.social. These rules are summarized from the Code of Conduct, but the entire Code can be found linked below. Updates to the Code of Conduct will be announced from the @admin account.",review the entire code of conduct before using labyrinthsocial these rules are summarized from the code of conduct but the entire code can be found linked below updates to the code of conduct will be announced from the admin account,English
1355,labyrinth.social,Harassment of any kind is not tolerated on labyrinth.social. Review our Code of Conduct for a list of behaviors that are considered harassment. ,harassment of any kind is not tolerated on labyrinthsocial review our code of conduct for a list of behaviors that are considered harassment,English
1356,labyrinth.social,Respect the privacy of posts on labyrinth.social. Do not publicly share the contents of direct messages or followers-only posts.  ,respect the privacy of posts on labyrinthsocial do not publicly share the contents of direct messages or followersonly posts,English
1357,labyrinth.social,"Keep in mind that labyrinth.social uses the Hometown fork of Mastodon, and therefore some posts can also be flagged as “local-only”. Respect the privacy of these posts as well. ",keep in mind that labyrinthsocial uses the hometown fork of mastodon and therefore some posts can also be flagged as localonly respect the privacy of these posts as well,English
1358,labyrinth.social,"Include a descriptive content warning for any posts that other users may find upsetting or prefer not to view without opting in. This includes any nsfw/sexual content, or depictions/discussions of violence, as well as other categories listed in the code of conduct. ",include a descriptive content warning for any posts that other users may find upsetting or prefer not to view without opting in this includes any nsfwsexual content or depictionsdiscussions of violence as well as other categories listed in the code of conduct,English
1359,labyrinth.social,All content uploaded to this service must be legal in the United States. ,all content uploaded to this service must be legal in the united states,English
1360,social.aviating.com,"Be kind.
",be kind,non-Englsih
1361,social.aviating.com,Stay safe and legal.,stay safe and legal,non-Englsih
1362,social.aviating.com,Don't make us make more rules.,dont make us make more rules,non-Englsih
1363,blop.social,"No discrimination, including (but not limited to) racism, sexism, homophobia, transphobia, xenophobia, or casteism. Pronoun/deadname abuse gets you booted off.",no discrimination including but not limited to racism sexism homophobia transphobia xenophobia or casteism pronoundeadname abuse gets you booted off,English
1364,blop.social,"No spam. Self-promotion is OK, but please try to give more than you take.",no spam selfpromotion is ok but please try to give more than you take,English
1365,blop.social,No NSFW content without content warnings and/or sensitive media markers. Explicit content must also not be used in user avatars or header images.,no nsfw content without content warnings andor sensitive media markers explicit content must also not be used in user avatars or header images,English
1366,blop.social,"No harassment, dogpiling or doxxing of other users on this or other servers.",no harassment dogpiling or doxxing of other users on this or other servers,English
1367,blop.social,"No impersonation of other individuals, public figures, or organisations, unless clearly marked as a parody in display name and username.",no impersonation of other individuals public figures or organisations unless clearly marked as a parody in display name and username,English
1368,blop.social,No content which is illegal in the United Kingdom.,no content which is illegal in the united kingdom,English
1369,piraten-partei.social,Keine Verbreitung von Inhalten die in der Bundesrepublik Deutschland gegen geltendes Recht verstoßen.,keine verbreitung von inhalten die in der bundesrepublik deutschland gegen geltendes recht verstoßen,non-Englsih
1370,piraten-partei.social,"Jede Form von Diskriminierung, zum Beispiel rassistische, sexistische, frauenfeindliche, homophobe, transphobe, antisemitische und andere menschenfeindliche Beiträge, sind bei uns verboten! Unter diese Regel fallen auch Avatare und Verweise zu Seiten mit entsprechenden Inhalten.",jede form von diskriminierung zum beispiel rassistische sexistische frauenfeindliche homophobe transphobe antisemitische und andere menschenfeindliche beiträge sind bei uns verboten unter diese regel fallen auch avatare und verweise zu seiten mit entsprechenden inhalten,non-Englsih
1371,piraten-partei.social,"Beleidigungen und Belästigungen sind generell verboten. Darunter fallen auch jegliche Formen der Diffamierung, Hetze, übler Nachrede und dergleichen.",beleidigungen und belästigungen sind generell verboten darunter fallen auch jegliche formen der diffamierung hetze übler nachrede und dergleichen,non-Englsih
1372,piraten-partei.social,"Nutze Inhaltswarnungen (Content Warning) für Posts und NSFW-Marker (Not Safe for Work) bei Medien im Falle von kontroversen, aufrührerischen oder triggernden Themen.",nutze inhaltswarnungen content warning für posts und nsfwmarker not safe for work bei medien im falle von kontroversen aufrührerischen oder triggernden themen,non-Englsih
1373,piraten-partei.social,"Wir dulden keine nationalistische Propaganda, keine Nazi-Symbolik und keine Förderung der Ideologie des Nationalsozialismus. ",wir dulden keine nationalistische propaganda keine nazisymbolik und keine förderung der ideologie des nationalsozialismus,non-Englsih
1374,piraten-partei.social,"Kontaktiere keine Nutzer:innen die angegeben haben, dass sie nicht kontaktiert werden möchten.",kontaktiere keine nutzerinnen die angegeben haben dass sie nicht kontaktiert werden möchten,non-Englsih
1375,piraten-partei.social,Nicht jugendfreie Beiträge müssen als solche gekennzeichnet werden.,nicht jugendfreie beiträge müssen als solche gekennzeichnet werden,non-Englsih
1376,piraten-partei.social,"Profilbilder und Banner, die nicht jugendfrei sind, werden nicht toleriert.",profilbilder und banner die nicht jugendfrei sind werden nicht toleriert,non-Englsih
1377,piraten-partei.social,Die Veröffentlichung von nicht öffentlichen Gesprächen ist verboten.,die veröffentlichung von nicht öffentlichen gesprächen ist verboten,non-Englsih
1378,piraten-partei.social,Das Teilen von absichtlich falschen oder irreführenden Informationen ist hier unerwünscht.,das teilen von absichtlich falschen oder irreführenden informationen ist hier unerwünscht,non-Englsih
1379,piraten-partei.social,Das massenweise Erstellen von Beiträgen (sogenanntes Spamming) in einem kurzen Zeitraum ist untersagt.,das massenweise erstellen von beiträgen sogenanntes spamming in einem kurzen zeitraum ist untersagt,non-Englsih
1380,piraten-partei.social,"Bots, die ohne ihre expliziten Anfragen mit Nutzer interagieren sind verboten.",bots die ohne ihre expliziten anfragen mit nutzer interagieren sind verboten,non-Englsih
1381,piraten-partei.social,Werbung muss als solche gekennzeichnet sein. Übermäßige oder automatisierte Werbung wird nicht toleriert.,werbung muss als solche gekennzeichnet sein übermäßige oder automatisierte werbung wird nicht toleriert,non-Englsih
1382,piraten-partei.social,"Bot-Accounts, also Nutzerkonten, die größtenteils automatisierte Inhalte erstellen, müssen als solche gekennzeichnet sein, dürfen nicht auf der lokalen Timeline posten und dürfen nur mit Nutzer:innen interagieren, wenn sie dazu eingeladen worden sind.",botaccounts also nutzerkonten die größtenteils automatisierte inhalte erstellen müssen als solche gekennzeichnet sein dürfen nicht auf der lokalen timeline posten und dürfen nur mit nutzerinnen interagieren wenn sie dazu eingeladen worden sind,non-Englsih
1383,piraten-partei.social,"Die lokale Timeline soll den manuellen Posts der Mitglieder:innen von dieser Instanz vorbehalten bleiben. Automatisierte Posts (dazu gehören auch Cross-Posts von Twitter) müssen deshalb auf ""ungelistet"" gesetzt werden. ",die lokale timeline soll den manuellen posts der mitgliederinnen von dieser instanz vorbehalten bleiben automatisierte posts dazu gehören auch crossposts von twitter müssen deshalb auf ungelistet gesetzt werden,non-Englsih
1384,hub.uckermark.social,Seid lieb zueinander!,seid lieb zueinander,non-Englsih
1385,hub.uckermark.social,Keine Diskriminierung marginalisierter Gruppen,keine diskriminierung marginalisierter gruppen,non-Englsih
1386,hub.uckermark.social,"Keine illegalen Inhalte
Danke das Ihr keine illegalen Inhalte teilt!",keine illegalen inhalte danke das ihr keine illegalen inhalte teilt,non-Englsih
1387,hub.uckermark.social,"Bezug zur Uckermark
Ihr solltet einen Bezug zur Uckermark haben wenn Ihr hier einen Account anlegt.",bezug zur uckermark ihr solltet einen bezug zur uckermark haben wenn ihr hier einen account anlegt,non-Englsih
1388,hub.uckermark.social,"Kein Mansplainging bitte!

https://de.wikipedia.org/wiki/Mansplaining",kein mansplainging bitte httpsdewikipediaorgwikimansplaining,non-Englsih
1389,thevipvipers.space,Use common sense.,use common sense,non-Englsih
1390,thevipvipers.space,Have fun.,have fun,non-Englsih
1391,trombas.vost.pt,"Same as Discord guys, same as Discord.",same as discord guys same as discord,non-Englsih
1392,hax0rbana.social,"We have adopted the Caring Community Guidelines.

",we have adopted the caring community guidelines,English
1393,hax0rbana.social,"Treat everyone with respect and consideration
",treat everyone with respect and consideration,English
1394,hax0rbana.social,"Speak up if you see harassment, behaviour that may infringe our Code of Conduct",speak up if you see harassment behaviour that may infringe our code of conduct,English
1395,hax0rbana.social,Full rules: https://hax0rbana.org/caring_community_guidelines.html,full rules httpshax0rbanaorgcaring_community_guidelineshtml,English
1396,troet.burg-halle.de,seid nett zueinander :-),seid nett zueinander,non-Englsih
1397,troet.burg-halle.de,"Wir müssen in der Lage sein, zu moderieren. Daher sind wir derzeit offen für Beiträge in deutscher und englischer Sprache.",wir müssen in der lage sein zu moderieren daher sind wir derzeit offen für beiträge in deutscher und englischer sprache,non-Englsih
1398,troet.burg-halle.de,Bitte keine absichtlich falschen oder irreführenden Informationen teilen. ,bitte keine absichtlich falschen oder irreführenden informationen teilen,non-Englsih
1399,troet.burg-halle.de,Keine in Deutschland illegalen Inhalte teilen.,keine in deutschland illegalen inhalte teilen,non-Englsih
1400,troet.burg-halle.de,Keine Belästigung anderer Nutzer. ,keine belästigung anderer nutzer,non-Englsih
1401,troet.burg-halle.de,Keine Aufforderung zu jeglicher Form von Gewalt oder Förderung von Gewaltideologien. ,keine aufforderung zu jeglicher form von gewalt oder förderung von gewaltideologien,non-Englsih
1402,troet.burg-halle.de,"Kein Rassismus, Sexismus, Homophobie, Transphobie, Fremdenfeindlichkeit oder Klassismus. ",kein rassismus sexismus homophobie transphobie fremdenfeindlichkeit oder klassismus,non-Englsih
1403,troet.burg-halle.de,Sexuell eindeutige oder gewalttätige Medien müssen bei der Einstellung als sensibel gekennzeichnet werden. ,sexuell eindeutige oder gewalttätige medien müssen bei der einstellung als sensibel gekennzeichnet werden,non-Englsih
1404,troet.burg-halle.de,Kein Spam. Keine Werbung.,kein spam keine werbung,non-Englsih
1405,troet.burg-halle.de,Wir legen Wert auf echte Unterhaltungen zwischen Menschen. Deshalb erlauben wir keine Bots und automatisierte Crossposts/Reposts.,wir legen wert auf echte unterhaltungen zwischen menschen deshalb erlauben wir keine bots und automatisierte crosspostsreposts,non-Englsih
1408,cunnin.me,"Don't be a dink.

""Being a dink"" includes but is not limited to: racism, sexism, xenophobia, homophobia, transphobia, any form of harassment or promotion of violence, or the posting of sexually explicit or illegal content.",dont be a dink being a dink includes but is not limited to racism sexism xenophobia homophobia transphobia any form of harassment or promotion of violence or the posting of sexually explicit or illegal content,English
1409,safareig.calbasi.net,No facis el que no t'agradaria que et fessin a tu,no facis el que no tagradaria que et fessin a tu,non-Englsih
1410,safareig.calbasi.net,"Entre poc i massa, tota mesura passa",entre poc i massa tota mesura passa,non-Englsih
1411,safareig.calbasi.net,"Mira de ser comprensiu, amable, considerat, etc.",mira de ser comprensiu amable considerat etc,non-Englsih
1412,safareig.calbasi.net,"Els comptes que estiguin inactius (sense iniciar sessió) durant sis mesos, seran esborrats de la base de dades després de 30 dies de ser avisats per correu electrònic de la seva inactivitat.",els comptes que estiguin inactius sense iniciar sessió durant sis mesos seran esborrats de la base de dades després de 30 dies de ser avisats per correu electrònic de la seva inactivitat,non-Englsih
1413,detmi.social,Don't be a jerk to others.,dont be a jerk to others,English
1414,cheekibreeki.express,Don't be a bigot or a jerk.,dont be a bigot or a jerk,non-Englsih
1415,cheekibreeki.express,"You or your content will be removed at any time if either are deemed unacceptable.
",you or your content will be removed at any time if either are deemed unacceptable,English
1416,cheekibreeki.express,No government names. Try to maintain a reasonable level of anonymity.,no government names try to maintain a reasonable level of anonymity,English
1417,werebeast.net,Sexually explicit or violent media must be marked as sensitive and have a short content warning when posting. ,sexually explicit or violent media must be marked as sensitive and have a short content warning when posting,English
1418,werebeast.net,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
1419,werebeast.net,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
1420,werebeast.net,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
1421,werebeast.net,No illegal content (US or EU),no illegal content us or eu,non-Englsih
1422,werebeast.net,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
1423,werebeast.net,Users registering on this instance must be at least 18 years old,users registering on this instance must be at least 18 years old,English
1424,progressives.social,"No racism, sexism, antisemitism, transphobia, homophobia, ableism, or gender discrimination.",no racism sexism antisemitism transphobia homophobia ableism or gender discrimination,English
1425,progressives.social,"No violence, threats of violence, or incitement to violence.",no violence threats of violence or incitement to violence,English
1426,progressives.social,"No trolling, harassment, personal attacks, or doxxing.  Treat others with respect.",no trolling harassment personal attacks or doxxing treat others with respect,English
1427,progressives.social,No promotion of anti-democratic ideologies.,no promotion of antidemocratic ideologies,English
1428,progressives.social,No advertising or spam.,no advertising or spam,non-Englsih
1429,flokinet.social,FlokiNET reserves the right to suspend an account at any time if necessary,flokinet reserves the right to suspend an account at any time if necessary,English
1430,flokinet.social,This instance is for 18+ people only and we do not censor or remove any legal adult content,this instance is for 18 people only and we do not censor or remove any legal adult content,English
1431,flokinet.social,"We do not tolerate threatening behaviour, stalking, mobbing and doxxing.",we do not tolerate threatening behaviour stalking mobbing and doxxing,English
1432,flokinet.social,"We do not tolerate harassment, including brigading, dogpiling, or any other form of contact with a user who has stated that they do not wish to be contacted.",we do not tolerate harassment including brigading dogpiling or any other form of contact with a user who has stated that they do not wish to be contacted,English
1433,flokinet.social,"We do not tolerate violent nationalist propaganda, Nazi symbolism or promoting the ideology of National Socialism.",we do not tolerate violent nationalist propaganda nazi symbolism or promoting the ideology of national socialism,English
1434,flokinet.social,We do not tolerate conspiracy narratives or other reactionary myths supporting or leading to the above-mentioned (and/or similar) behavior.,we do not tolerate conspiracy narratives or other reactionary myths supporting or leading to the abovementioned andor similar behavior,English
1435,flokinet.social,Content that is illegal in Romania will be deleted and may lead to immediate account suspension.,content that is illegal in romania will be deleted and may lead to immediate account suspension,English
1436,flokinet.social,FlokiNET reserves the right to change and update the rules at any time,flokinet reserves the right to change and update the rules at any time,English
1437,tootr.co,"No homophobia, transphobia, racism, sexism or other uncool behaviour.  Treat others as you would want to be treated.",no homophobia transphobia racism sexism or other uncool behaviour treat others as you would want to be treated,English
1438,tootr.co,"Nothing obviously illegal, or which isn't being shared with the consent of all those included or involved.",nothing obviously illegal or which isnt being shared with the consent of all those included or involved,English
1439,tootr.co,"No spam, including regularly posting to paid or unpaid external sites that are not related to the conversations you may be part of.",no spam including regularly posting to paid or unpaid external sites that are not related to the conversations you may be part of,English
1440,reporter.social,"Wir tolerieren keine Belästigung, Stalking und Doxxing. ",wir tolerieren keine belästigung stalking und doxxing,non-Englsih
1441,reporter.social,"Wir tolerieren keinen Rassismus, Sexismus, verbalen Missbrauch, Diskriminierung von Geschlecht und sexuellen Minderheiten oder die Unterstützung eines solchen Verhaltens. ",wir tolerieren keinen rassismus sexismus verbalen missbrauch diskriminierung von geschlecht und sexuellen minderheiten oder die unterstützung eines solchen verhaltens,non-Englsih
1442,reporter.social,"Wir tolerieren keine gewalttätige nationalistische Propaganda, keine Nazi-Symbolik oder die Förderung der Ideologie des Nationalsozialismus. ",wir tolerieren keine gewalttätige nationalistische propaganda keine nazisymbolik oder die förderung der ideologie des nationalsozialismus,non-Englsih
1443,reporter.social,"Wendet Euch nicht an Accounts, die deutlich gemacht haben, dass sie keinen Kontakt wollen. Dazu gehören auch (Anstiftung und Verabredung zur) massenhaften Interaktion oder Hetze gegen solche Accounts. (Dogpiling/Brigading). ",wendet euch nicht an accounts die deutlich gemacht haben dass sie keinen kontakt wollen dazu gehören auch anstiftung und verabredung zur massenhaften interaktion oder hetze gegen solche accounts dogpilingbrigading,non-Englsih
1444,reporter.social,Beiträge mit nicht jugendfreiem Inhalt müssen markiert werden ,beiträge mit nicht jugendfreiem inhalt müssen markiert werden,non-Englsih
1445,reporter.social,"Werbeanzeigen auf kommezielle Produkte sind nicht erlaubt. Ausnahme sind journalistische Texte hinter einer Bezahlschranke (""Paywall"").",werbeanzeigen auf kommezielle produkte sind nicht erlaubt ausnahme sind journalistische texte hinter einer bezahlschranke paywall,non-Englsih
1446,reporter.social,"Bots dürfen nur dann mit einem Account interagieren, wenn sie von diesem Benutzer dazu aufgefordert werden. ",bots dürfen nur dann mit einem account interagieren wenn sie von diesem benutzer dazu aufgefordert werden,non-Englsih
1447,reporter.social,"Wenn Ihr hier mit hoher Frequenz posten müsst, stellt bitte Eure Beiträge auf nicht gelistet ein, damit die lokale Timeline lesbar bleibt. ",wenn ihr hier mit hoher frequenz posten müsst stellt bitte eure beiträge auf nicht gelistet ein damit die lokale timeline lesbar bleibt,non-Englsih
1448,reporter.social,"In Diskussionen bitte höflich bleiben, beleidigt keine Leute, mit denen Ihr schreibt. Setzt Ironie, Sarkasmus oder ähnliche Sprachweisen mit Bedacht ein - sie übersetzen oft nicht gut in die geschriebene Sprache und neigen dazu, Diskussionen oder Missverständnisse zu eskalieren. ",in diskussionen bitte höflich bleiben beleidigt keine leute mit denen ihr schreibt setzt ironie sarkasmus oder ähnliche sprachweisen mit bedacht ein sie übersetzen oft nicht gut in die geschriebene sprache und neigen dazu diskussionen oder missverständnisse zu eskalieren,non-Englsih
1449,inane.chat,https://github.com/inane-chat/Code-of-Conduct,httpsgithubcominanechatcodeofconduct,English
1450,fireplace.cafe,"No racism, sexism, homophobia, transphobia, xenophobia, casteism or bigotry",no racism sexism homophobia transphobia xenophobia casteism or bigotry,non-Englsih
1451,fireplace.cafe,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English
1452,fireplace.cafe,Do not incite violence or promote violent ideologies,do not incite violence or promote violent ideologies,non-Englsih
1453,fireplace.cafe,"Healthy debate is fine, but do not attack others for differing opinions or beliefs",healthy debate is fine but do not attack others for differing opinions or beliefs,English
1454,fireplace.cafe,Respect others and treat them as you'd like to be treated,respect others and treat them as youd like to be treated,English
1455,glod.org,Don't be a dick.,dont be a dick,English
1456,glod.org,Nothing illegal.,nothing illegal,non-Englsih
1457,glod.org,No spam.,no spam,non-Englsih
1458,glod.org,Must provide a valid email address.,must provide a valid email address,non-Englsih
1459,hooray.computer,Be kind.,be kind,non-Englsih
1460,hooray.computer,"No violent, hateful, gory images",no violent hateful gory images,English
1461,hooray.computer,"NSFW is okay as long as you tag it as sensitive, it isn’t illegal, or non-consensual. ",nsfw is okay as long as you tag it as sensitive it isnt illegal or nonconsensual,English
1462,hooray.computer,No hate speech.,no hate speech,English
