,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules
606,668,biplus.date,请勿人身攻击。在对方没有违反规定的前提下，请尽量友好地讨论问题，或者使用【隐藏】【屏蔽】功能；,请勿人身攻击在对方没有违反规定的前提下请尽量友好地讨论问题或者使用隐藏屏蔽功能,non-Englsih,"Do not attack personal attacks on the premise that the other party does not violate the regulations, please try to discuss the problem as much as possible or use the hidden shielding function"
607,669,biplus.date,请勿未经允许将其ta用户的原创嘟文转载至其它平台；,请勿未经允许将其ta用户的原创嘟文转载至其它平台,non-Englsih,Do not reprint the original Dudou of its TA users to other platforms without allowing it
608,670,biplus.date,禁止将其ta用户的隐私信息不打码发布在其它平台，或滥用举报干涉ta人的正当权利；,禁止将其ta用户的隐私信息不打码发布在其它平台或滥用举报干涉ta人的正当权利,non-Englsih,It is forbidden to publish the privacy information of its TA user on other platforms or abuse the legitimate rights of reporting to interfere in TA people
609,671,biplus.date,禁止使用自动化程序等手段大量获取本站及跨站的数据；,禁止使用自动化程序等手段大量获取本站及跨站的数据,non-Englsih,It is forbidden to use automated programs and other means to obtain a large number of data on this site and cross -site
610,672,biplus.date,禁止骚扰、猥亵、恐吓、威胁、诱骗、霸凌、人肉其ta用户；,禁止骚扰猥亵恐吓威胁诱骗霸凌人肉其ta用户,non-Englsih,"Forbidden harassment obscenity threatening threats to seduce bullying people, their TA users"
611,673,biplus.date,禁止发布儿童真人色情、虐待动物内容；,禁止发布儿童真人色情虐待动物内容,non-Englsih,Forbidden to release children's real -life pornographic abuse of animal content
612,674,biplus.date,禁止将本站服务用于正常交流以外用途的滥用行为；,禁止将本站服务用于正常交流以外用途的滥用行为,non-Englsih,It is forbidden to use the abuse of this site's services on normal communication
613,675,biplus.date,本服务器规则最终解释权归站长所有。,本服务器规则最终解释权归站长所有,non-Englsih,The final interpretation right of this server rules belongs to the webmaster
614,676,social.datalabour.com,鼓勵思想、政治等方面的討論，也歡迎生活、娛樂。,鼓勵思想政治等方面的討論也歡迎生活娛樂,non-Englsih,Encouragement of ideological and political discussions and other aspects also welcome life and entertainment
615,677,social.datalabour.com,可以把這裡當作你的豆瓣、臉書副站，也可以把這裡當你的個人心情角落。,可以把這裡當作你的豆瓣臉書副站也可以把這裡當你的個人心情角落,non-Englsih,You can treat this as your Douban Facebook sub -station or you can treat here as your personal mood corner
616,678,social.datalabour.com,保障資料穩定、安全，如果機器效能、空間不夠，站長會負責升級。,保障資料穩定安全如果機器效能空間不夠站長會負責升級,non-Englsih,"Guarantee data Stable and safe. If the machine performance space is not enough, the webmaster will be responsible for upgrading"
617,679,social.datalabour.com,本站無明確禁止內容規則，但不意味著可以容許所有內容的存在，例如人身攻擊、濫發廣告等。遇到爭議時，站長希望以協商方式處理。當爭議無法調和時，本站會配合你進行資料轉移與帳戶遷移。,本站無明確禁止內容規則但不意味著可以容許所有內容的存在例如人身攻擊濫發廣告等遇到爭議時站長希望以協商方式處理當爭議無法調和時本站會配合你進行資料轉移與帳戶遷移,non-Englsih,"This site does not clearly prohibit the content rules, but does not mean that the existence of all content, such as personal attacks and advertising, encounters controversy, hopes to deal with it in negotiation. When the dispute cannot be reconciled migrate"
618,680,tyrol.social,Sei kein Arschloch. Du hast eine Meinung? Das ist gut aber bitte beleidige niemanden bei deinen Äußerungen.,sei kein arschloch du hast eine meinung das ist gut aber bitte beleidige niemanden bei deinen äußerungen,non-Englsih,Be not an asshole you have an opinion that is good but please do not offend anyone in your statements
619,681,tyrol.social,"Diskriminiere niemanden. Rassistische, sexistische, frauenfeindliche, homophobe, antisemitische und andere menschenfeindliche Beiträge sind bei uns verboten!",diskriminiere niemanden rassistische sexistische frauenfeindliche homophobe antisemitische und andere menschenfeindliche beiträge sind bei uns verboten,non-Englsih,Discriminating no racist sexist sexist homophobic anti -Semitic and other misanthropic articles are prohibited from us
620,682,tyrol.social,Halte dich an Gesetze. Ganz einfach. Auch im Internet kann man angezeigt werden.,halte dich an gesetze ganz einfach auch im internet kann man angezeigt werden,non-Englsih,Hold on laws simply also on the Internet you can be displayed
621,683,tyrol.social,"Du bist für deine Privatsphäre verantwortlich. Wenn du nicht willst, dass etwas im Internet über dich steht, veröffentliche es nicht.",du bist für deine privatsphäre verantwortlich wenn du nicht willst dass etwas im internet über dich steht veröffentliche es nicht,non-Englsih,You are responsible for your privacy if you do not want something to be on the Internet about you do not publish it
622,684,tyrol.social,"Falls du einen NSFW-Only Account erstellen möchtest, ziehe eventuell eine andere Instanz in Betracht.",falls du einen nsfwonly account erstellen möchtest ziehe eventuell eine andere instanz in betracht,non-Englsih,If you want to create an NSFW ONLY account
623,685,tyrol.social,"Wir dulden keine Belästigung, einschließlich Brigading, Dogpiling oder jede andere Form der Kontaktaufnahme mit einem Nutzer, der angegeben hat, dass er nicht kontaktiert werden möchte.",wir dulden keine belästigung einschließlich brigading dogpiling oder jede andere form der kontaktaufnahme mit einem nutzer der angegeben hat dass er nicht kontaktiert werden möchte,non-Englsih,We do not tolerate harassment including Brigading Dogpiling or any other form of contact with a user that stated that he does not want to be contacted
624,686,tyrol.social,"Wir dulden keine gewalttätige nationalistische Propaganda, keine Nazi-Symbolik und keine Förderung der Ideologie des Nationalsozialismus.",wir dulden keine gewalttätige nationalistische propaganda keine nazisymbolik und keine förderung der ideologie des nationalsozialismus,non-Englsih,We do not tolerate violent nationalist propaganda no nazis symbolism and no promotion of the ideology of National Socialism
625,687,tyrol.social,"Inhalte, die in Europa illegal sind, werden gelöscht und können zur sofortigen Sperrung des Kontos führen.",inhalte die in europa illegal sind werden gelöscht und können zur sofortigen sperrung des kontos führen,non-Englsih,Contents that are illegal in Europe are deleted and can lead to immediate blocking of the account
626,688,tyrol.social,"Mach dich nicht lustig über andere und sei nicht herablassend. Beachte, dass sich Ironie, Sarkasmus oder ähnliche Ausdrucksformen nicht gut in die Schriftsprache übertragen lassen und dazu neigen, Diskussionen oder Missverständnisse zu eskalieren.",mach dich nicht lustig über andere und sei nicht herablassend beachte dass sich ironie sarkasmus oder ähnliche ausdrucksformen nicht gut in die schriftsprache übertragen lassen und dazu neigen diskussionen oder missverständnisse zu eskalieren,non-Englsih,Do not make fun of others and don't be condescending that irony sarcasm or similar forms of expression cannot be transferred to the written language and tend to escalate discussions or misunderstandings
627,689,tyrol.social,"Automatisierte Beiträge sollten als ""Nicht gelistet"" gepostet werden (d. h. sie sind sichtbar, aber nicht in der lokalen Zeitleiste). Dies gilt auch für Bots, Feed-Poster, Twitter-""Retweets"" und Twitter-Crossposts. Crossposter-Konten, die sich nicht aktiv beteiligen, können von uns entfernt werden.",automatisierte beiträge sollten als nicht gelistet gepostet werden d h sie sind sichtbar aber nicht in der lokalen zeitleiste dies gilt auch für bots feedposter twitterretweets und twittercrossposts crossposterkonten die sich nicht aktiv beteiligen können von uns entfernt werden,non-Englsih,Automated articles should be posted as not listed. You are visible but not in the local timeline This also applies to bots feedposter twitter retweets and twitter crossposs crossposter accounts that cannot be actively participated
628,690,tyrol.social,"Wir dulden keine Verschwörungstheorien, die das oben genannte (und/oder ähnliche) Verhalten unterstützen oder dazu führen.",wir dulden keine verschwörungstheorien die das oben genannte undoder ähnliche verhalten unterstützen oder dazu führen,non-Englsih,We do not tolerate conspiracy theories that support or lead the above -mentioned and similar behavior
629,691,tyrol.social,"Behandle andere Menschen so, wie du auch behandelt werden möchtest!",behandle andere menschen so wie du auch behandelt werden möchtest,non-Englsih,Treat other people as you want to be treated
630,692,eupolicy.social,Sexually explicit or violent media must be marked as sensitive,sexually explicit or violent media must be marked as sensitive,English,sexually explicit or violent media must be marked as sensitive
631,693,eupolicy.social,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no racism sexism homophobia transphobia xenophobia or casteism
632,694,eupolicy.social,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies
633,695,eupolicy.social,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users
634,696,eupolicy.social,No content that is illegal under German law,no content that is illegal under german law,English,no content that is illegal under german law
635,697,eupolicy.social,No intentionally false or misleading information,no intentionally false or misleading information,English,no intentionally false or misleading information
636,698,prf.me,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English,do not share intentionally false or misleading information
637,699,prf.me,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users
638,700,prf.me,NSFW content must be marked as sensitive when posting,nsfw content must be marked as sensitive when posting,English,nsfw content must be marked as sensitive when posting
639,701,prf.me,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no racism sexism homophobia transphobia xenophobia or casteism
640,702,prf.me,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies
641,703,sakurajima.moe,"You may not harass/bully people, incite violence, and/or post hate speech (e.g. racism, homophobia, transphobia, ableism, etc). This includes other abusive behavior such as cyberbullying, brigading/dogpiling, doxxing, trolling, swatting, sending death threats, abusing #fediblock tag,  etc.",you may not harassbully people incite violence andor post hate speech eg racism homophobia transphobia ableism etc this includes other abusive behavior such as cyberbullying brigadingdogpiling doxxing trolling swatting sending death threats abusing fediblock tag etc,English,you may not harassbully people incite violence andor post hate speech eg racism homophobia transphobia ableism etc this includes other abusive behavior such as cyberbullying brigadingdogpiling doxxing trolling swatting sending death threats abusing fediblock tag etc
642,704,sakurajima.moe,"Do not post misinformation (Anti-Vaxx, Covid-19 misinformation, 5G conspiracy theories) or anything to extremist movements (National Socialism, Alt-Right, Ultra-MAGA,  voicing support for fascist/totalitarian regimes, etc)",do not post misinformation antivaxx covid19 misinformation 5g conspiracy theories or anything to extremist movements national socialism altright ultramaga voicing support for fascisttotalitarian regimes etc,English,do not post misinformation antivaxx covid19 misinformation 5g conspiracy theories or anything to extremist movements national socialism altright ultramaga voicing support for fascisttotalitarian regimes etc
643,705,sakurajima.moe,"Do not post images associated with hate movements, extremist ideologies or groups (Confederate States, Alt-Right, etc.).",do not post images associated with hate movements extremist ideologies or groups confederate states altright etc,English,do not post images associated with hate movements extremist ideologies or groups confederate states altright etc
644,706,sakurajima.moe,"NSFW content must be tagged approprately with content warning applied or marked as sensitive. No posting of underaged sexual-explicit content (real life/CSAM/CSEM and lolicon/shotacon) is allowed. This rule is handled differently for servers on the exception list, see about page.",nsfw content must be tagged approprately with content warning applied or marked as sensitive no posting of underaged sexualexplicit content real lifecsamcsem and loliconshotacon is allowed this rule is handled differently for servers on the exception list see about page,English,nsfw content must be tagged approprately with content warning applied or marked as sensitive no posting of underaged sexualexplicit content real lifecsamcsem and loliconshotacon is allowed this rule is handled differently for servers on the exception list see about page
645,707,sakurajima.moe,Properly credit artwork that you didn’t create. Use #AIArt for any artwork that is generated from AI so users can properly filter it. Accounts may not solely post AI-generated content.,properly credit artwork that you didnt create use aiart for any artwork that is generated from ai so users can properly filter it accounts may not solely post aigenerated content,English,properly credit artwork that you didnt create use aiart for any artwork that is generated from ai so users can properly filter it accounts may not solely post aigenerated content
646,708,sakurajima.moe,"Do not post SPAM, links to scam sites, pirated materials, phishing sites, or websites that break federal laws. Self promotion is OK, as long the links are safe and does not break the above rules.",do not post spam links to scam sites pirated materials phishing sites or websites that break federal laws self promotion is ok as long the links are safe and does not break the above rules,English,do not post spam links to scam sites pirated materials phishing sites or websites that break federal laws self promotion is ok as long the links are safe and does not break the above rules
647,709,sakurajima.moe,"By using this service, you are expected to follow the laws of the United States of America. Refrain from posting anything that may break federal laws.
",by using this service you are expected to follow the laws of the united states of america refrain from posting anything that may break federal laws,English,by using this service you are expected to follow the laws of the united states of america refrain from posting anything that may break federal laws
648,710,sakurajima.moe,"No mini-modding. If you see any post break the rules, report the post instead.",no minimodding if you see any post break the rules report the post instead,English,no minimodding if you see any post break the rules report the post instead
649,711,sakurajima.moe,"Sensitive content (e.g. violence, blood/gore, NSFW, self harm) should be put behind a content warning or mark sensitive. Demanding and/or berating users for not using CW, except from a moderator is not allowed.",sensitive content eg violence bloodgore nsfw self harm should be put behind a content warning or mark sensitive demanding andor berating users for not using cw except from a moderator is not allowed,English,sensitive content eg violence bloodgore nsfw self harm should be put behind a content warning or mark sensitive demanding andor berating users for not using cw except from a moderator is not allowed
650,712,sakurajima.moe,Creator accounts  must be Japanese media/culture related  or inspired. This rule does not apply to non-creators. See about page for full details,creator accounts must be japanese mediaculture related or inspired this rule does not apply to noncreators see about page for full details,English,creator accounts must be japanese mediaculture related or inspired this rule does not apply to noncreators see about page for full details
651,713,sakurajima.moe,"You may operate bots, but they must follow our rules and must be Japanese Media related. No more than 4 public posts in an hour or 16 unlisted posts in an hour. No repetitive posts, unless unlisted. Bots cannot use AI chat bots (e.g. ChatGPT).",you may operate bots but they must follow our rules and must be japanese media related no more than 4 public posts in an hour or 16 unlisted posts in an hour no repetitive posts unless unlisted bots cannot use ai chat bots eg chatgpt,English,you may operate bots but they must follow our rules and must be japanese media related no more than 4 public posts in an hour or 16 unlisted posts in an hour no repetitive posts unless unlisted bots cannot use ai chat bots eg chatgpt
652,714,sakurajima.moe,"No impersonation accounts are allowed (of any creator or famous people) without proper identification.  Parody accounts may not be created here, RP accounts are however allowed.",no impersonation accounts are allowed of any creator or famous people without proper identification parody accounts may not be created here rp accounts are however allowed,English,no impersonation accounts are allowed of any creator or famous people without proper identification parody accounts may not be created here rp accounts are however allowed
653,715,retro.pizza,"MOST IMPORTANTLY: No Nazis, no TERFs, no hate speech, no homophobia, no transphobia, no racism, no misogyny, no antisemitism, no Q bullshit. No, anti-hate speech it not itself a kind of hate speech.",most importantly no nazis no terfs no hate speech no homophobia no transphobia no racism no misogyny no antisemitism no q bullshit no antihate speech it not itself a kind of hate speech,English,most importantly no nazis no terfs no hate speech no homophobia no transphobia no racism no misogyny no antisemitism no q bullshit no antihate speech it not itself a kind of hate speech
654,716,retro.pizza,"Use a Content Warning (CW) for adult/NSFW content, spoilers, discussions of potentially upsetting/stressful political events, and subjects likely to be upsetting/traumatic (i.e. suicide) or trigger a common phobia. Read the Director's Cut for specifics.",use a content warning cw for adultnsfw content spoilers discussions of potentially upsettingstressful political events and subjects likely to be upsettingtraumatic ie suicide or trigger a common phobia read the directors cut for specifics,English,use a content warning cw for adultnsfw content spoilers discussions of potentially upsettingstressful political events and subjects likely to be upsettingtraumatic ie suicide or trigger a common phobia read the directors cut for specifics
655,717,retro.pizza,"Bots are fine so long as they're contributing something fun to the community and marked using the ""This is a bot"" checkbox in their profile.",bots are fine so long as theyre contributing something fun to the community and marked using the this is a bot checkbox in their profile,English,bots are fine so long as theyre contributing something fun to the community and marked using the this is a bot checkbox in their profile
656,718,retro.pizza,"Advertising is only allowed for personal projects (i.e. podcasts, YouTube channels, Twitch streams, personal shops, etc.). It is also ENCOURAGED for personal projects -- show off your stuff!",advertising is only allowed for personal projects ie podcasts youtube channels twitch streams personal shops etc it is also encouraged for personal projects show off your stuff,English,advertising is only allowed for personal projects ie podcasts youtube channels twitch streams personal shops etc it is also encouraged for personal projects show off your stuff
657,719,retro.pizza,The administration and moderators are the final say in any disputes on the site. The administration reserves the right to ban based solely on Edgelord/Channer Vibes.,the administration and moderators are the final say in any disputes on the site the administration reserves the right to ban based solely on edgelordchanner vibes,English,the administration and moderators are the final say in any disputes on the site the administration reserves the right to ban based solely on edgelordchanner vibes
658,720,social.sciences.re,"Ce serveur est ouvert à toute personne liée à l'enseignement, l'enseignement supérieur, la recherche, la communauté éducative, sans limite thématique. ",ce serveur est ouvert à toute personne liée à lenseignement lenseignement supérieur la recherche la communauté éducative sans limite thématique,non-Englsih,This server is open to anyone linked to the higher lenseignement of research The educational community without thematic limit
659,721,social.sciences.re,Vous acceptez les Conditions Générales d’Utilisation des services Sciences.Re disponibles sur https://sciences.re/mentions-légales/,vous acceptez les conditions générales dutilisation des services sciencesre disponibles sur httpssciencesrementionslégales,non-Englsih,You accept the General Conditions of Use of Sciences Services available on HTTPSSCiencesremenions LEGALES
660,722,social.sciences.re," Les langues à privilégier sur ce serveur sont le Français ou l'Anglais, sans pour autant que cela soit une obligation mais cela aide, pour la modération : en cas de doute, si les modérateurs ne parlent pas la langue, ils utiliseront des outils de traduction automatique imparfaits…",les langues à privilégier sur ce serveur sont le français ou langlais sans pour autant que cela soit une obligation mais cela aide pour la modération en cas de doute si les modérateurs ne parlent pas la langue ils utiliseront des outils de traduction automatique imparfaits,non-Englsih,The languages ​​to be favored on this server are French or Langlais without being an obligation but this helps for moderation in case of doubt if the moderators do not speak the language they will use imperfect automatic translation tools
661,723,social.sciences.re,"La pornographie et la nudité doivent être obligatoirement indiquées comme « NSFW ». De même pour contenus sensibles/choquants, qui doivent avoir un « Content Warning » approprié.",la pornographie et la nudité doivent être obligatoirement indiquées comme nsfw de même pour contenus sensibleschoquants qui doivent avoir un content warning approprié,non-Englsih,Pornography and nudity must be indicated as NSFW and the same for sensitive contents that must have an appropriate content warning
662,724,social.sciences.re,"Le contenu publicitaire n'a pas sa place sur cette instance. Les diffusions scientifiques sont bien évidemment autorisées, en particulier venant d'organismes à but non lucratifs, publics, de presses universitaires, d'écoles, d'universités…",le contenu publicitaire na pas sa place sur cette instance les diffusions scientifiques sont bien évidemment autorisées en particulier venant dorganismes à but non lucratifs publics de presses universitaires décoles duniversités,non-Englsih,The advertising content does not have its place on this body. Scientific broadcasts are obviously authorized in particular coming from dorganisms for non -profit public purposes of university presses Duniversity
663,725,social.sciences.re,"Les comptes automatisés (crosspost automatique depuis twitter, par exemple) doivent être indiqués comme « robots » en cochant « Ceci est un robot » dans l'éditeur de profils.",les comptes automatisés crosspost automatique depuis twitter par exemple doivent être indiqués comme robots en cochant ceci est un robot dans léditeur de profils,non-Englsih,Automated Automatic Automated Accounts from Twitter for example must be indicated as robots by checking this is a robot in profile ledice
664,735,col.social,Se espera de los usuarios que traten a los demás con respeto y amabilidad.,se espera de los usuarios que traten a los demás con respeto y amabilidad,non-Englsih,It is expected of users who treat others with respect and kindness
665,736,col.social,El objetivo de la comunidad es crear un ambiente de intercambio agradable.,el objetivo de la comunidad es crear un ambiente de intercambio agradable,non-Englsih,The objective of the community is to create a pleasant exchange environment
666,737,col.social,"No se acepta ninguna expresión discriminatoria basada en sexo, etnicidad, orientación sexual o identidad de genero.",no se acepta ninguna expresión discriminatoria basada en sexo etnicidad orientación sexual o identidad de genero,non-Englsih,No discriminatory expression is accepted based on ethnicity sexual orientation or gender identity
667,738,col.social,La administración moderará el contenido según su criterio y actuando de buena fe.,la administración moderará el contenido según su criterio y actuando de buena fe,non-Englsih,The administration will moderate the content according to its criteria and act in good faith
668,739,cztwitter.cz,"Vlastníkem a provozovatelem Mastodon instance cztwitter.cz je Šerif OliKočková. Šerif určuje pravidla a má vždy poslední slovo. Vymáhat pravidla mu pomáhají pomocníci Šerifa, Moderátoři.",vlastníkem a provozovatelem mastodon instance cztwittercz je šerif olikočková šerif určuje pravidla a má vždy poslední slovo vymáhat pravidla mu pomáhají pomocníci šerifa moderátoři,non-Englsih,Owner and operator of Mastodon Instance CZTWITTERCZ
669,740,cztwitter.cz,"Fotografie a média zobrazující mrtvé osoby či zvířata, erotický či pornografický obsah musí být označen jako citlivý obsah pomocí funkce CW.",fotografie a média zobrazující mrtvé osoby či zvířata erotický či pornografický obsah musí být označen jako citlivý obsah pomocí funkce cw,non-Englsih,Photos and media depicting dead persons or animals erotic or pornographic content must be marked as sensitive content using CW function
670,741,cztwitter.cz,"Je povinné dodržovat netiketu a zásady nekonfliktní mezilidské komunikace. Je zakázáno jiným uživatelům vyhrožovat, vydírat je, nebo je jiným způsobem obtěžovat; rovněž je zakázáno k těmto činům nabádat ostatní uživatele.",je povinné dodržovat netiketu a zásady nekonfliktní mezilidské komunikace je zakázáno jiným uživatelům vyhrožovat vydírat je nebo je jiným způsobem obtěžovat rovněž je zakázáno k těmto činům nabádat ostatní uživatele,non-Englsih,It is mandatory to observe the netiquette and the principles of non -conflicting interpersonal communication is forbidden to threaten other users or otherwise be bothering them also forbidden to offer other users
671,742,cztwitter.cz,"Je zakázáno kohokoli urážet na základě pohlaví, rasy, barvy pleti, jazyka, víry, náboženství či sexuální orientace.",je zakázáno kohokoli urážet na základě pohlaví rasy barvy pleti jazyka víry náboženství či sexuální orientace,non-Englsih,It is forbidden to insult on the basis of gender races of skin color of the tongue of faith religion or sexual orientation
672,743,cztwitter.cz,Je zakázána jakákoli podpora hnutí či politických stran směřujících k potlačení práv a svobod člověka.,je zakázána jakákoli podpora hnutí či politických stran směřujících k potlačení práv a svobod člověka,non-Englsih,Any support for the movement or political parties aimed at suppressing the rights and freedoms of man is forbidden
673,744,cztwitter.cz,"Je zakázáno šířit dezinformace; výjimkou jsou příspěvky, které je uvádějí na pravou míru.",je zakázáno šířit dezinformace výjimkou jsou příspěvky které je uvádějí na pravou míru,non-Englsih,It is forbidden to spread misinformation exceptions are posts that put them right
674,745,cztwitter.cz,"Je zakázáno schvalovat či obhajovat trestné činy, nebo k nim ostatní uživatele nabádat.",je zakázáno schvalovat či obhajovat trestné činy nebo k nim ostatní uživatele nabádat,non-Englsih,It is forbidden to approve or advocate crimes or to encourage other users
675,746,cztwitter.cz,Je zakázána podpora a propagace terorismu.,je zakázána podpora a propagace terorismu,non-Englsih,The support and promotion of terrorism is forbidden
676,747,cztwitter.cz,"Je zakázáno popírat, zpochybňovat, schvalovat či ospravedlňovat genocidia a válečné zločiny.",je zakázáno popírat zpochybňovat schvalovat či ospravedlňovat genocidia a válečné zločiny,non-Englsih,It is forbidden to deny to question or justify genocidia and war crimes
677,748,cztwitter.cz,Je zakázáno rozesílání spamu a nevyžádaných komerčních nabídek.,je zakázáno rozesílání spamu a nevyžádaných komerčních nabídek,non-Englsih,It is forbidden to send spam and unsolicited commercial offers
678,749,cztwitter.cz,Je zakázáno bez předchozího výslovného souhlasu posílat erotický či pornografický obsah jiné osobě.,je zakázáno bez předchozího výslovného souhlasu posílat erotický či pornografický obsah jiné osobě,non-Englsih,is forbidden without prior explicit consent to send erotic or pornographic content to another person
679,750,federate.social,"Posts are moderated. Our federation depends on being a trustworthy instance, obeying local jurisdictions, and prohibiting harm and abuse.",posts are moderated our federation depends on being a trustworthy instance obeying local jurisdictions and prohibiting harm and abuse,English,posts are moderated our federation depends on being a trustworthy instance obeying local jurisdictions and prohibiting harm and abuse
680,751,federate.social,Harmful and abusive speech and behaviors include the language and tactics of the white supremacy movement and its affiliations are strictly prohibited and enforced.,harmful and abusive speech and behaviors include the language and tactics of the white supremacy movement and its affiliations are strictly prohibited and enforced,English,harmful and abusive speech and behaviors include the language and tactics of the white supremacy movement and its affiliations are strictly prohibited and enforced
681,752,federate.social,"Accounts and servers will be permanently banned for engaging in Sexual content involving minors, including artistic depictions, Gore and graphic violence, National Socialism, Nazism, Holocaust denial, Racism, Alt right, Gender-critical, Sex and gender discrimination, Transphobia, Misogyny",accounts and servers will be permanently banned for engaging in sexual content involving minors including artistic depictions gore and graphic violence national socialism nazism holocaust denial racism alt right gendercritical sex and gender discrimination transphobia misogyny,English,accounts and servers will be permanently banned for engaging in sexual content involving minors including artistic depictions gore and graphic violence national socialism nazism holocaust denial racism alt right gendercritical sex and gender discrimination transphobia misogyny
682,753,federate.social,No crypto. Our federation depends on inhibiting the infiltration of capitalism into the processes of re-decentralizing the internet. ,no crypto our federation depends on inhibiting the infiltration of capitalism into the processes of redecentralizing the internet,English,no crypto our federation depends on inhibiting the infiltration of capitalism into the processes of redecentralizing the internet
683,754,mastodon.vlaanderen,Be friendly and keep it civilized ,be friendly and keep it civilized,English,be friendly and keep it civilized
684,755,mastodon.vlaanderen,"This server is no place for hate speech, racism,fascism, and other forms of abusive behavior. ",this server is no place for hate speech racismfascism and other forms of abusive behavior,English,this server is no place for hate speech racismfascism and other forms of abusive behavior
685,756,mastodon.vlaanderen,No things that infringes Belgian law such as child pornography or EU law by extent,no things that infringes belgian law such as child pornography or eu law by extent,English,no things that infringes belgian law such as child pornography or eu law by extent
686,757,mastodon.vlaanderen,Server admin(s) can change these rules at any time if needed. These will be communicated in the announcements,server admins can change these rules at any time if needed these will be communicated in the announcements,English,server admins can change these rules at any time if needed these will be communicated in the announcements
687,758,mastodon.vlaanderen,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies
688,759,mastodon.vlaanderen,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users
689,760,mastodon.vlaanderen,Do not intentionally share misleading information,do not intentionally share misleading information,English,do not intentionally share misleading information
690,761,mastodon.vlaanderen,Organizations and companies must use their organization/company e-mail address when signing up. Although we reccomend that they set-up their own instance or using an managed hosted Mastodon platform (see ToS),organizations and companies must use their organizationcompany email address when signing up although we reccomend that they setup their own instance or using an managed hosted mastodon platform see tos,English,organizations and companies must use their organizationcompany email address when signing up although we reccomend that they setup their own instance or using an managed hosted mastodon platform see tos
691,762,mastodon.vlaanderen,No spam or trolling,no spam or trolling,English,no spam or trolling
692,763,mastodon.vlaanderen,Do not try to inpersonate other users or brands. Unless it's a parody. But keep it civilized.,do not try to inpersonate other users or brands unless its a parody but keep it civilized,English,do not try to inpersonate other users or brands unless its a parody but keep it civilized
693,764,mastodon.vlaanderen,Use content warnings (CW) where needed such as spoilers and 'sensitive' posts that may trigger other people.,use content warnings cw where needed such as spoilers and sensitive posts that may trigger other people,English,use content warnings cw where needed such as spoilers and sensitive posts that may trigger other people
694,765,mastodon.vlaanderen,No NSFW content,no nsfw content,non-Englsih,no nsfw content
695,766,mastodon.vlaanderen,Please consult the @admin if you want to use a bot account on this instance.,please consult the admin if you want to use a bot account on this instance,English,please consult the admin if you want to use a bot account on this instance
696,767,mastodon.vlaanderen,Posting excessive amount of ads or self promotion is disallowed,posting excessive amount of ads or self promotion is disallowed,English,posting excessive amount of ads or self promotion is disallowed
697,768,mastodon.education,"Deze server is voor allen van laag tot hoog in rang die Onderwijs een zeer warm hart toedragen.
We respecteren elkaars mening en laten elkaar in waarde.
",deze server is voor allen van laag tot hoog in rang die onderwijs een zeer warm hart toedragen we respecteren elkaars mening en laten elkaar in waarde,non-Englsih,"This server is for all from low to high rank that has a very warm heart for education, we respect each other's opinion and let each other in value"
698,769,mastodon.education,***WEESLIEF*** we hanteren de regels conform NL AVG en wetgeving die op moment geldig is,weeslief we hanteren de regels conform nl avg en wetgeving die op moment geldig is,non-Englsih,Weezief We use the rules in accordance with NL AVG and legislation that is valid at time
699,770,mastodon.education,"Donatie!!
Graag zelfs en hier vind je alle informatie daarover
https://www.doneeractie.nl/mastodon-education/-69393",donatie graag zelfs en hier vind je alle informatie daarover httpswwwdoneeractienlmastodoneducation69393,non-Englsih,Like to donation and here you will find all the information about it httpswwdoneeractienlmastodoneDucation69393
700,771,mastodon.education,"Active moderation against Nude, racism, sexism, homophobia and transphobia. Use your own name!!",active moderation against nude racism sexism homophobia and transphobia use your own name,English,active moderation against nude racism sexism homophobia and transphobia use your own name
701,772,mastodon.education,"This server is for everyone from low to high in rank who have a very warm heart for Education.
We respect each other's opinion and value each other",this server is for everyone from low to high in rank who have a very warm heart for education we respect each others opinion and value each other,English,this server is for everyone from low to high in rank who have a very warm heart for education we respect each others opinion and value each other
702,773,mastodon.education,"Actieve moderatie tegen naakt, racisme, seksisme, homofobie en transfobie. Gebruik je eigen naam!!",actieve moderatie tegen naakt racisme seksisme homofobie en transfobie gebruik je eigen naam,non-Englsih,active moderation against nude racism sexism homophobia and transphobia use your own name
